"pre" "post" "clos" "Vpn" "Age" "G" "R" "P" "Cluster" "Place" "vint" "offset" "W"
"1987" 50.1133786848072 14.6938775510205 105.238095238095 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 170.045351473923 17.7097505668933 "despide"
"1988" 45.1473922902494 19.7052154195012 65.1473922902494 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 130 12.7210884353741 "espia"
"1989" 20.045351473923 24.8979591836734 85.1927437641723 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 130.136054421769 -2.42630385487519 "espia"
"1990" 10.0226757369613 19.7732426303855 80.1814058956917 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 109.977324263039 -4.87528344671205 "espia"
"1991" 60.1360544217687 39.9092970521541 30.0680272108843 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 130.113378684807 10.1133786848073 "espina"
"1992" -0.158730158730179 29.9546485260771 90.204081632653 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 120 -15.0566893424036 "espina"
"1993" 30.0680272108842 19.3424036281178 90.2040816326531 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 139.614512471655 5.36281179138314 "respira"
"1994" 20.0453514739229 14.4897959183673 90.2040816326531 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 124.739229024943 2.77777777777771 "respira"
"1995" 5.01133786848072 10.2494331065759 70.1587301587301 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 85.4195011337868 -2.61904761904759 "respira"
"1996" 15.0340136054422 9.47845804988674 100.226757369614 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 124.739229024943 2.77777777777771 "despierta"
"1997" 20.0453514739229 19.8185941043083 90.2040816326531 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 130.068027210884 0.113378684807344 "despierta"
"1998" 15.0340136054423 4.69387755102048 85.1927437641723 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 104.920634920635 5.17006802721096 "despierta"
"1999" 25.0566893424036 14.8979591836734 95.2154195011338 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 135.170068027211 5.07936507936518 "espiaba"
"2000" 15.0340136054421 34.7392290249434 85.1927437641724 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 134.965986394558 -9.85260770975071 "espiaba"
"2001" 5.01133786848072 4.76190476190482 100.226757369614 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 110 0.124716553287954 "espiaba"
"2002" 14.9433106575964 29.8639455782312 85.1927437641724 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 130 -7.46031746031747 "espiando"
"2003" 10.0226757369615 14.8752834467119 90.204081632653 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 115.102040816326 -2.42630385487519 "espiando"
"2004" 75.1700680272108 24.4444444444446 85.1927437641723 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 184.807256235828 25.3628117913831 "disputa"
"2005" 15.0340136054421 39.6145124716552 95.215419501134 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 149.863945578231 -12.2902494331066 "disputa"
"2007" 4.96598639455783 29.8185941043084 95.2154195011339 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 130 -12.4263038548754 "espuma"
"2008" 45.1020408163265 24.7165532879819 75.1700680272108 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 144.988662131519 10.1927437641723 "espuma"
"2009" 10.0226757369614 34.6031746031746 75.1700680272108 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 119.795918367347 -12.2902494331066 "espuma"
"2010" 50.0907029478458 29.6598639455782 110.249433106576 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 190 10.2154195011337 "esputo"
"2011" 5.01133786848072 14.6938775510205 130.294784580499 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 150 -4.84126984126988 "esputo"
"2012" -5.01133786848061 14.7845804988663 80.1814058956916 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 89.9546485260772 -9.89795918367349 "esputo"
"2013" 10.0226757369614 44.7165532879819 55.124716553288 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 109.863945578231 -17.3469387755102 "despues"
"2014" 5.01133786848072 19.7732426303855 90.204081632653 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 114.988662131519 -7.38095238095241 "despues"
"2015" 10.0226757369615 24.8979591836734 85.1927437641723 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 120.113378684807 -7.43764172335591 "despues"
"2016" 50.1133786848072 24.5804988662131 90.204081632653 "FPS0060" "alt" "f" "Sevilla" "sp" "cluster" "bil" 164.897959183673 12.7664399092971 "espuela"
"2017" 50.1133786848072 29.5238095238095 65.1473922902495 "FPS0060" "alt" "f" "Sevilla" "st" "cluster" "alv" 144.784580498866 10.2947845804989 "vestuario"
"2018" 25.0566893424037 34.37641723356 60.1360544217687 "FPS0060" "alt" "f" "Sevilla" "st" "cluster" "alv" 119.569160997732 -4.65986394557819 "vestuario"
"2019" 35.0793650793649 39.7732426303855 65.1473922902495 "FPS0060" "alt" "f" "Sevilla" "st" "cluster" "alv" 140 -2.34693877551035 "vestuario"
"2022" 40.0907029478458 49.8639455782313 55.124716553288 "FPS0060" "alt" "f" "Sevilla" "st" "cluster" "alv" 145.079365079365 -4.88662131519277 "bestial"
"2023" 40.0907029478458 54.4897959183673 30.0680272108845 "FPS0060" "alt" "f" "Sevilla" "st" "cluster" "alv" 124.648526077098 -7.19954648526084 "bestial"
"2024" 55.124716553288 49.8412698412699 35.0793650793652 "FPS0060" "alt" "f" "Sevilla" "st" "cluster" "alv" 140.045351473923 2.64172335600892 "bestial"
"2025" 30.0680272108845 34.6712018140589 85.1927437641723 "FPS0060" "alt" "f" "Sevilla" "st" "cluster" "alv" 149.931972789116 -2.30158730158723 "bestiando"
"2026" 50.1133786848073 29.6825396825398 60.1360544217687 "FPS0060" "alt" "f" "Sevilla" "st" "cluster" "alv" 139.931972789116 10.2154195011337 "bestiando"
"2027" 30.0680272108845 29.7052154195012 75.1700680272108 "FPS0060" "alt" "f" "Sevilla" "st" "cluster" "alv" 134.943310657596 0.181405895691682 "bestiando"
"2028" 25.0566893424037 33.8095238095239 105.238095238095 "FPS0060" "alt" "f" "Sevilla" "st" "cluster" "alv" 164.104308390023 -4.37641723356023 "destiempo"
"2029" -10.0226757369614 18.9569160997733 130.294784580499 "FPS0060" "alt" "f" "Sevilla" "st" "cluster" "alv" 139.229024943311 -14.4897959183672 "destiempo"
"2030" 45.1020408163265 39.7052154195012 90.204081632653 "FPS0060" "alt" "f" "Sevilla" "st" "cluster" "alv" 175.011337868481 2.69841269841265 "destiempo"
"2032" 15.0340136054419 31.2244897959185 135.30612244898 "FPS0060" "alt" "f" "Sevilla" "st" "cluster" "alv" 181.56462585034 -8.09523809523853 "pasta"
"2033" 20.0453514739229 27.7097505668935 80.1814058956916 "FPS0060" "alt" "f" "Sevilla" "st" "cluster" "alv" 127.936507936508 -3.8321995464853 "pasta"
"2036" 40.0907029478458 19.7278911564626 100.226757369615 "FPS0060" "alt" "f" "Sevilla" "st" "cluster" "alv" 160.045351473923 10.1814058956916 "pistolin"
"2039" 55.124716553288 19.2290249433107 110.249433106576 "FPS0060" "alt" "f" "Sevilla" "st" "cluster" "alv" 184.603174603175 17.9478458049886 "resto"
"2040" 35.079365079365 59.9773242630384 30.0680272108845 "FPS0060" "alt" "f" "Sevilla" "st" "cluster" "alv" 125.124716553288 -12.4489795918366 "estuela"
"2041" 110.249433106576 23.5147392290248 250.566893424036 "FPS0060" "alt" "f" "Sevilla" "st" "cluster" "alv" 384.331065759637 43.3673469387754 "estuela"
"2042" 35.0793650793651 34.8979591836734 95.2154195011338 "FPS0060" "alt" "f" "Sevilla" "st" "cluster" "alv" 165.192743764172 0.0907029478458981 "estuela"
"2043" 20.045351473923 44.1496598639455 70.1587301587302 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 134.353741496599 -12.0521541950112 "cosquillas"
"2044" 5.01133786848072 54.467120181406 105.238095238095 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 164.716553287982 -24.7278911564626 "cosquillas"
"2045" 5.01133786848072 44.0589569160998 90.2040816326531 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 139.274376417234 -19.5238095238094 "cosquillas"
"2046" 10.0226757369614 59.1156462585035 75.1700680272108 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 144.308390022676 -24.5464852607711 "esquia"
"2047" 10.0226757369616 84.3310657596372 85.1927437641723 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 179.546485260771 -37.1541950113378 "esquia"
"2048" 30.0680272108843 64.2857142857143 85.1927437641724 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 179.546485260771 -17.1088435374149 "esquia"
"2049" 10.0226757369614 64.0589569160998 75.170068027211 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 149.251700680272 -27.0181405895692 "esquife"
"2050" 15.0340136054422 49.3197278911564 80.1814058956916 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 144.53514739229 -17.1428571428571 "esquife"
"2051" 20.0453514739228 39.2970521541949 75.170068027211 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 134.512471655329 -9.62585034013603 "esquife"
"2052" 10.0226757369613 59.1609977324263 85.1927437641724 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 154.37641723356 -24.5691609977324 "esquina"
"2053" 25.0566893424036 48.8208616780046 85.1927437641724 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 159.070294784581 -11.8820861678005 "esquina"
"2054" 20.0453514739228 49.2743764172336 75.170068027211 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 144.489795918367 -14.6145124716554 "esquina"
"2055" 10.0226757369613 64.4444444444445 65.1473922902494 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 139.614512471655 -27.2108843537416 "esquiando"
"2056" 15.0340136054423 59.2743764172336 65.1473922902494 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 139.455782312925 -22.1201814058957 "esquiando"
"2057" 10.0226757369614 59.5464852607711 60.1360544217687 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 129.705215419501 -24.7619047619048 "esquiando"
"2058" 5.01133786848072 39.2743764172336 100.226757369614 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 144.512471655329 -17.1315192743765 "escucha"
"2059" 30.0680272108843 34.21768707483 95.2154195011337 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 159.501133786848 -2.07482993197277 "escucha"
"2060" 10.0226757369614 28.9795918367348 115.260770975057 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 154.263038548753 -9.47845804988674 "escucha"
"2061" 20.0453514739229 53.9909297052153 95.2154195011337 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 169.251700680272 -16.9727891156463 "escudo"
"2062" 10.0226757369614 64.3990929705215 80.1814058956917 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 154.603174603175 -27.18820861678 "escudo"
"2063" 15.0340136054422 59.4557823129252 90.204081632653 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 164.69387755102 -22.2108843537414 "escudo"
"2064" 5.01133786848084 39.4104308390022 95.2154195011337 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 139.637188208617 -17.1995464852607 "escupe"
"2065" 10.0226757369616 44.1269841269841 95.2154195011337 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 149.365079365079 -17.0521541950113 "escupe"
"2066" 20.7256235827664 34.5804988662131 79.5011337868481 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 134.807256235828 -6.92743764172337 "escupe"
"2067" 25.0566893424038 58.4126984126981 90.204081632653 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 173.673469387755 -16.6780045351472 "vasca"
"2068" 30.0680272108843 58.7301587301588 95.2154195011339 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 184.013605442177 -14.3310657596373 "vasca"
"2069" -25.0566893424035 49.2517006802722 115.260770975057 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 139.455782312925 -37.1541950113378 "vasca"
"2070" 10.0226757369614 59.2743764172336 80.1814058956917 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 149.478458049887 -24.6258503401361 "escuela"
"2071" 10.0226757369614 59.1383219954647 105.238095238095 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 174.399092970521 -24.5578231292517 "escuela"
"2072" 25.0566893424035 49.2743764172336 90.2040816326531 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 164.53514739229 -12.1088435374152 "escuela"
"2073" 15.0340136054422 39.1156462585034 85.1927437641723 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 139.342403628118 -12.0408163265306 "escueto"
"2074" 5.01133786848072 33.9909297052155 90.204081632653 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 129.206349206349 -14.4897959183673 "escueto"
"2075" 15.0340136054421 39.2517006802722 95.2154195011339 "FRR0035" "jung" "m" "Granada" "sk" "cluster" "vel" 149.501133786848 -12.1088435374149 "escueto"
"2076" 35.0793650793651 23.968253968254 130.294784580499 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 189.342403628118 5.55555555555566 "caspa"
"2077" 5.01133786848072 23.9909297052155 140.31746031746 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 169.319727891157 -9.48979591836735 "caspa"
"2078" 25.0566893424036 53.9229024943311 90.2040816326529 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 169.183673469388 -14.4331065759638 "caspa"
"2079" 10.0226757369616 28.8662131519272 125.283446712018 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 164.172335600907 -9.42176870748278 "despide"
"2080" 10.0226757369614 13.968253968254 120.272108843537 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 144.263038548753 -1.97278911564626 "despide"
"2081" 5.01133786848072 34.1269841269842 100.226757369615 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 139.36507936508 -14.5578231292518 "despide"
"2082" 25.0566893424036 34.421768707483 105.238095238095 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 164.716553287982 -4.68253968253964 "espia"
"2083" 10.0226757369614 14.1496598639455 135.30612244898 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 159.478458049887 -2.06349206349205 "espia"
"2084" 15.0340136054423 23.7414965986395 130.294784580499 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 169.070294784581 -4.35374149659856 "espia"
"2085" 2.87981859410422 9.34240362811784 122.403628117914 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 134.625850340136 -3.23129251700686 "espina"
"2086" 5.01133786848072 28.9795918367348 140.31746031746 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 174.308390022676 -11.9841269841271 "espina"
"2087" 10.0226757369614 9.22902494331061 120.272108843537 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 139.523809523809 0.39682539682542 "espina"
"2088" 5.01133786848072 34.0816326530612 95.2154195011337 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 134.308390022676 -14.5351473922902 "respira"
"2089" 15.0340136054423 18.8888888888887 115.260770975057 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 149.183673469388 -1.92743764172326 "respira"
"2090" 0 23.2653061224487 105.238095238095 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 128.503401360544 -11.6326530612243 "respira"
"2091" 10.0226757369614 28.7755102040817 90.2040816326531 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 129.002267573696 -9.37641723356001 "despierta"
"2092" 15.0340136054422 19.3877551020408 80.1814058956917 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 114.603174603175 -2.17687074829939 "despierta"
"2093" 0 29.047619047619 90.2040816326531 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 119.251700680272 -14.5238095238094 "despierta"
"2094" 10.0226757369613 28.7074829931973 95.215419501134 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 133.945578231293 -9.34240362811806 "espiaba"
"2095" -10.0226757369614 14.467120181406 110.249433106576 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 114.69387755102 -12.2448979591837 "espiaba"
"2096" 10.0226757369614 14.421768707483 110.249433106576 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 134.69387755102 -2.19954648526084 "espiaba"
"2097" -5.01133786848061 29.3650793650794 110.249433106576 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 134.603174603175 -17.18820861678 "espiando"
"2098" 5.01133786848072 14.3764172335601 120.272108843537 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 139.659863945578 -4.68253968253975 "espiando"
"2099" 10.0226757369616 9.04761904761892 130.294784580499 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 149.365079365079 0.487528344671318 "espiando"
"2100" 5.01133786848072 34.0816326530612 95.2154195011337 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 134.308390022676 -14.5351473922902 "disputa"
"2101" 5.01133786848072 44.21768707483 110.249433106576 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 159.478458049887 -19.6031746031747 "disputa"
"2102" 5.01133786848061 24.3537414965987 110.249433106576 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 139.614512471655 -9.67120181405903 "disputa"
"2103" 0 38.8662131519272 95.2154195011339 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 134.081632653061 -19.4331065759636 "espuma"
"2104" 0 44.2857142857143 110.249433106576 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 154.53514739229 -22.1428571428572 "espuma"
"2105" 0 29.2743764172335 120.272108843537 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 149.546485260771 -14.6371882086169 "espuma"
"2106" 20.0453514739229 24.013605442177 105.238095238095 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 149.297052154195 -1.98412698412699 "esputo"
"2107" 15.0340136054422 49.4784580498867 90.204081632653 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 154.716553287982 -17.2222222222223 "esputo"
"2108" 15.0340136054422 24.1043083900228 125.283446712018 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 164.421768707483 -4.53514739229036 "esputo"
"2109" 5.01133786848084 44.3083900226757 100.226757369614 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 149.546485260771 -19.6485260770975 "despues"
"2110" 10.0226757369614 38.5941043083901 125.283446712018 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 173.90022675737 -14.2857142857142 "despues"
"2111" 5.01133786848072 44.1043083900227 110.249433106576 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 159.365079365079 -19.5464852607711 "despues"
"2112" 0 69.1156462585035 80.1814058956916 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 149.297052154195 -34.5578231292517 "espuela"
"2113" 5.01133786848061 39.2517006802722 100.226757369615 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 144.489795918367 -17.1201814058959 "espuela"
"2114" 5.01133786848072 39.2290249433107 115.260770975057 "FRR0035" "jung" "m" "Granada" "sp" "cluster" "bil" 159.501133786848 -17.1088435374149 "espuela"
"2115" 0 68.7755102040817 85.1927437641723 "FRR0035" "jung" "m" "Granada" "st" "cluster" "alv" 153.968253968254 -34.3877551020407 "vestuario"
"2116" 15.0340136054422 58.9115646258501 80.1814058956917 "FRR0035" "jung" "m" "Granada" "st" "cluster" "alv" 154.126984126984 -21.9387755102039 "vestuario"
"2117" 15.0340136054422 64.0816326530613 85.1927437641723 "FRR0035" "jung" "m" "Granada" "st" "cluster" "alv" 164.308390022676 -24.5238095238096 "vestuario"
"2118" 0 43.5827664399094 125.283446712018 "FRR0035" "jung" "m" "Granada" "st" "cluster" "alv" 168.866213151927 -21.7913832199547 "hasta"
"2119" -5.01133786848072 64.21768707483 110.249433106576 "FRR0035" "jung" "m" "Granada" "st" "cluster" "alv" 169.455782312925 -34.6145124716554 "hasta"
"2120" 5.01133786848072 48.956916099773 150.340136054422 "FRR0035" "jung" "m" "Granada" "st" "cluster" "alv" 204.308390022676 -21.972789115646 "hasta"
"2121" 15.0340136054422 39.1836734693878 90.204081632653 "FRR0035" "jung" "m" "Granada" "st" "cluster" "alv" 144.421768707483 -12.0748299319729 "bestial"
"2122" 5.01133786848084 48.8888888888887 75.1700680272108 "FRR0035" "jung" "m" "Granada" "st" "cluster" "alv" 129.07029478458 -21.938775510204 "bestial"
"2123" 10.0226757369614 59.2743764172336 120.272108843537 "FRR0035" "jung" "m" "Granada" "st" "cluster" "alv" 189.569160997733 -24.6258503401361 "bestial"
