labels,dur_v,dur_c,dur_utterance,dur_v_norm,dur_c_norm,dur_v_norm_word,dur_c_norm_word,dur_following_sound,dur_word,vc_ratio,variety,speaker,target_word,rate,target_sound,preceding_vowel,following_sound,second_next_sound,bundle_name,target_sound_start,target_sound_end,manner_of_articulation,place_of_articulation,vowel_quality,word_group,vowel_height,dur_aspiration,dur_c_aspiration,category,non_word,age,F1,F2,release_type,legal,speaker_group,standard_dialect_continuum,consonant_strength,vowel_length
Tigger,50.04535147392289,60.022675736961446,1307.9818594104308,0.03826150272181962,0.04588953226309767,0.15072048077579722,0.18076896810762816,88.02721088435374,332.0408163265307,0.4546765554182118,SD,SD_0001,Tigger,normal,g,I,6,g,SD_0001_Tigger_normal_01,1185.8390022675737,1245.8616780045352,stop,velar,i-like,tIGer,high,0,60.022675736961446,VC,FALSE,Y,454,2733,oral,legal,Y_SD,3,Lenis,Short
Tigger,64.0816326530612,29.297052154194944,1356.9387755102039,0.047225146638592265,0.02159054828629196,0.15640046488460893,0.07150368033648773,20.68027210884361,409.72789115646265,0.6862554638173876,SD,SD_0001,Tigger,normal,g,I,_h,6,SD_0001_Tigger_normal_02,1185.1133786848072,1214.4104308390022,stop,velar,i-like,tIGer,high,20.68027210884361,49.977324263038554,VC,FALSE,Y,471,2671,oral,legal,Y_SD,3,Lenis,Short
Tigger,56.190476190476375,36.666666666666515,1291.6326530612246,0.043503449728761925,0.028387844314530876,0.1502637802437697,0.09805348371839138,32.90249433106578,373.94557823129276,0.6051282051282069,SD,SD_0001,Tigger,normal,g,I,_h,6,SD_0001_Tigger_normal_03,1163.4580498866214,1200.124716553288,stop,velar,i-like,tIGer,high,32.90249433106578,69.5691609977323,VC,FALSE,Y,490,2660,oral,legal,Y_SD,3,Lenis,Short
Tigger,46.530612244898066,35.57823129251676,1300.7936507936508,0.03577094046892713,0.02735117231761508,0.11692307692307718,0.08940170940170879,30.95238095238119,397.9591836734694,0.5666942833471439,SD,SD_0001,Tigger,normal,g,I,_h,6,SD_0001_Tigger_normal_04,1016.9727891156464,1052.5510204081631,stop,velar,i-like,tIGer,high,30.95238095238119,66.53061224489795,VC,FALSE,Y,452,2688,oral,legal,Y_SD,3,Lenis,Short
Tigger,50.22675736961446,49.54648526077108,1331.156462585034,0.03773167075497407,0.03722063232488424,0.1303324507208001,0.12856722565460454,21.609977324263127,385.374149659864,0.5034090909090901,SD,SD_0001,Tigger,normal,g,I,_h,6,SD_0001_Tigger_normal_05,1105.6802721088434,1155.2267573696145,stop,velar,i-like,tIGer,high,21.609977324263127,71.1564625850342,VC,FALSE,Y,458,2693,oral,legal,Y_SD,3,Lenis,Short
Widder,45.12471655328795,44.217687074829996,1294.8979591836735,0.0348480868575431,0.03414762280010512,0.14147589933172178,0.13863216266173772,13.696145124716622,318.95691609977325,0.5050761421319792,SD,SD_0001,Widder,normal,d,I,_h,6,SD_0001_Widder_normal_01,962.1655328798186,1006.3832199546486,stop,alveolar,i-like,BIDer,high,13.696145124716622,57.91383219954662,VC,FALSE,Y,439,2430,oral,legal,Y_SD,3,Lenis,Short
Widder,40.748299319727835,38.18594104308386,1375.9863945578234,0.029613882434369857,0.027751685041446216,0.13050108932461857,0.1222948438634712,17.006802721088434,312.2448979591836,0.5162309681126113,SD,SD_0001,Widder,normal,d,I,_h,6,SD_0001_Widder_normal_02,870.5102040816327,908.6961451247165,stop,alveolar,i-like,BIDer,high,17.006802721088434,55.19274376417229,VC,FALSE,Y,435,2342,oral,legal,Y_SD,3,Lenis,Short
Widder,36.530612244898066,43.71882086167784,1372.063492063492,0.0266245785681233,0.03186355523236585,0.1174711973166111,0.14058626221379558,16.62131519274385,310.9750566893424,0.4552133371008776,SD,SD_0001,Widder,normal,d,I,_h,6,SD_0001_Widder_normal_03,1125.5215419501135,1169.2403628117913,stop,alveolar,i-like,BIDer,high,16.62131519274385,60.34013605442169,VC,FALSE,Y,431,2429,oral,legal,Y_SD,3,Lenis,Short
Widder,59.22902494331072,30.680272108843496,1387.8458049886622,0.04267694921900534,0.022106398274622543,0.17894087826265695,0.09269027882441588,15.260770975056744,330.99773242630374,0.6587641866330396,SD,SD_0001,Widder,normal,d,I,_h,6,SD_0001_Widder_normal_04,885.0453514739229,915.7256235827664,stop,alveolar,i-like,BIDer,high,15.260770975056744,45.94104308390024,VC,FALSE,Y,432,2337,oral,legal,Y_SD,3,Lenis,Short
Widder,55.600907029478435,37.256235827664455,1387.4603174603176,0.04007387190089396,0.026852109108143923,0.16188024031161274,0.1084703241565988,18.752834467120124,343.46938775510216,0.5987789987789983,SD,SD_0001,Widder,normal,d,I,_h,6,SD_0001_Widder_normal_05,920.0793650793651,957.3356009070295,stop,alveolar,i-like,BIDer,high,18.752834467120124,56.00907029478458,VC,FALSE,Y,428,2363,oral,legal,Y_SD,3,Lenis,Short
Pudding,48.63945578231289,31.927437641723373,988.2766439909296,0.049216437601817195,0.03230617442580825,0.14013196576729592,0.0919840595805841,15.555555555555543,347.0975056689342,0.6037151702786375,SD,SD_0002,Pudding,normal,d,U,_h,I,SD_0002_Pudding_normal_01,921.031746031746,952.9591836734694,stop,alveolar,u-like,BUD-,high,15.555555555555543,47.482993197278915,VC,FALSE,Y,531,1305,oral,legal,Y_SD,3,Lenis,Short
Pudding,31.904761904761813,30.589569160997826,1006.4399092970523,0.0317006128334534,0.030393835616438446,0.09373126373992378,0.08986743055092959,13.7414965986394,340.3854875283447,0.5105224963715514,SD,SD_0002,Pudding,normal,d,U,_h,I,SD_0002_Pudding_normal_02,928.718820861678,959.3083900226758,stop,alveolar,u-like,BUD-,high,13.7414965986394,44.33106575963723,VC,FALSE,Y,485,1543,oral,legal,Y_SD,3,Lenis,Short
Pudding,35.374149659863974,30.97505668934241,924.9659863945578,0.038243730234610605,0.03348777916697311,0.11109528557185594,0.09727958980202252,12.063492063492163,318.41269841269843,0.533151059466849,SD,SD_0002,Pudding,normal,d,U,_h,I,SD_0002_Pudding_normal_03,823.2539682539682,854.2290249433106,stop,alveolar,u-like,BUD-,high,12.063492063492163,43.03854875283457,VC,FALSE,Y,482,1359,oral,legal,Y_SD,3,Lenis,Short
Pudding,34.98866213151928,39.38775510204073,882.3356009070294,0.0396545963866259,0.04464033306776995,0.1182738003985896,0.13314425877663622,58.82086167800469,295.827664399093,0.47042682926829327,SD,SD_0002,Pudding,normal,d,U,I,N,SD_0002_Pudding_normal_04,772.4603174603175,811.8480725623582,stop,alveolar,u-like,BUD-,high,0,39.38775510204073,VC,FALSE,Y,438,1220,oral,legal,Y_SD,3,Lenis,Short
Pudding,26.87074829931987,30.793650793650727,909.5691609977325,0.02954228161148799,0.03385520542481045,0.082682109963718,0.09475300027909553,20.47619047619048,324.9886621315193,0.46598505701927045,SD,SD_0002,Pudding,normal,d,U,_h,I,SD_0002_Pudding_normal_05,770.7823129251701,801.5759637188208,stop,alveolar,u-like,BUD-,high,20.47619047619048,51.26984126984121,VC,FALSE,Y,461,1400,oral,legal,Y_SD,3,Lenis,Short
Rabbi,57.36961451247157,78.07256235827663,913.219954648526,0.06282124500285542,0.08549152037345119,0.20436187399030661,0.2781098546042002,11.133786848072646,280.7256235827665,0.42357274401473266,SD,SD_0002,Rabbi,normal,b,a,_h,i,SD_0002_Rabbi_normal_01,768.3106575963718,846.3832199546484,stop,labial,a-like,rABe,low,11.133786848072646,89.20634920634927,VC,FALSE,Y,796,1574,oral,legal,Y_SD,3,Lenis,Short
Rabbi,64.0816326530612,46.84807256235831,931.0884353741496,0.06882443194271935,0.05031538442804612,0.2311089303238468,0.16895649329407925,90.15873015873012,277.2789115646259,0.5776778413736711,SD,SD_0002,Rabbi,normal,b,a,i,v,SD_0002_Rabbi_normal_02,922.9818594104308,969.8299319727892,stop,labial,a-like,rABe,low,0,46.84807256235831,VC,FALSE,Y,858,1621,oral,legal,Y_SD,3,Lenis,Short
