kF10,kF11,kF12,kF20,kF21,kF22,word,speaker,initial,session,label,group
-1.52908643038198,0.0646444135286902,0.0204854752087085,1.92736257272539,-0.191438172028484,-0.21618625036114,seed,1,i:,1,i:,dummy
-1.60644280136408,0.00172432355982334,-0.0149971670726366,2.02296851283368,0.0315568667992173,-0.101328539515838,keyed,1,i:,1,i:,dummy
-1.75108861833744,-0.076341133244838,-0.011800691115741,2.18738851544904,0.100753287374813,-0.0895875778450067,heed,1,i:,1,i:,dummy
-1.07114731093114,0.38669190591831,0.0185587520235263,1.45747814150496,-0.498602886161148,-0.0518923676474742,coffee,1,I:,1,I:,dummy
-0.967457983525696,0.168437975391964,0.0903075160726582,1.47312917553078,-0.476790320340585,-0.0155402568251321,messy,1,I:,1,I:,dummy
-1.16153770058556,0.116761934995964,-0.00846682358113407,1.78781593386289,-0.166825904191078,-0.183520646240047,jockey,1,I:,1,I:,dummy
-1.4852158309483,-0.00614429578459856,-0.0402797811803156,1.18838133067387,0.275474732746826,-0.0437040816443445,feud,1,ju,1,ju,dummy
-1.51690015276152,0.0405199389040054,-0.015458862030469,1.17049203049166,0.377255384769906,0.0160969924196335,queued,1,ju,1,ju,dummy
-1.58699774098707,0.0102834619825449,-0.0250427576991672,1.16052922173544,0.314777885029159,0.0410365313351252,hewed,1,ju,1,ju,dummy
-1.48998437436501,0.120241481252312,-0.12730262752444,1.23146374691699,0.0278463692829652,0.241364382706245,curfew,1,ju,1,ju,dummy
-1.31715116741735,0.0776751558074681,-0.225287864003642,1.30832210433198,0.30725718673541,-0.143537604855232,rescue,1,ju,1,ju,dummy
-1.42884105099971,0.240977948084917,0.108394504898873,0.556786376922101,0.0537511677067175,-0.0160232073642821,food,1,u,1,u,dummy
-1.48696429686776,0.0799635735790007,-0.0118743158558073,0.738405687897029,0.126642480871896,0.0202908760083555,sued,1,u,1,u,dummy
-1.47064528161949,0.0169264158899518,-0.0425126895541726,0.364581581643686,0.12943117276961,0.151148339108538,cooed,1,u,1,u,dummy
-1.35922031711583,0.0669011390291158,-0.0338857943542114,0.705723636200095,0.0881581893184242,0.022301209103053,whod,1,u,1,u,dummy
-0.691412303514257,0.681433878983019,-0.0160124657360113,0.375234382222552,-0.103825336822659,-0.0900446897558751,tofu,1,ou,1,ou,dummy
-0.251010827073742,0.705487128421327,-0.498974392581231,-0.433301401365241,0.0655750619129949,-0.378997445780175,flow,1,ou,1,ou,dummy
-0.13757247757192,0.587515803666733,-0.564164503092421,-0.0928493386314746,0.134621177773147,-0.195093463978983,sew,1,ou,1,ou,dummy
-0.644786545662037,0.772769715235131,0.157455765184904,0.185907357716627,-0.0756592754325111,-0.0207127613651424,code,1,ou,1,ou,dummy
-0.656972823282504,0.812078574016978,0.154353658936356,0.196341380400509,-0.0907213318310617,0.0041443917442173,hoed,1,ou,1,ou,dummy
-0.109279119966141,0.540061569939002,-0.335808674316355,-0.0770973301925816,-0.169099336720865,-0.18668102834574,airflow,1,ou,1,ou,dummy
-0.378171984852524,0.426439234542775,-0.499743330458006,-0.0428333460242204,-0.0402551961410625,-0.172650093095429,torso,1,ou,1,ou,dummy
-0.169362767016615,0.299007658390005,-0.449258681221631,0.317594821428526,0.216411432045708,0.00467305749517563,disco,1,ou,1,ou,dummy
-0.122895960611619,0.784165717809498,-0.276679470448902,0.0627185737714384,0.151943543532575,-0.148782151539704,backhoe,1,ou,1,ou,dummy
-0.629421239097101,-0.0962059515454365,-0.252985023221039,0.952639734293512,-0.0717300555511063,-0.0993906003068348,Sid,1,I,1,I,dummy
-0.707307448236605,-0.0239896893604177,-0.161404000058413,1.18605891917326,0.0237357053615095,-0.0355945575290239,kid,1,I,1,I,dummy
-0.450441909523465,0.0731950336610413,-0.100780058321933,1.26145314759873,0.180110792338952,-0.0626836020255386,hid,1,I,1,I,dummy
-1.52855659222457,0.129486177562842,0.101249038882225,1.95834488846899,-0.113469161132677,-0.199133980517016,feed,1,i:,1,i:,dummy
-1.51403902671149,0.0753550499738983,0.0493153344622191,1.95067083307568,-0.135873281720429,-0.227177509287723,seed,1,i:,1,i:,dummy
-1.68311038274153,-0.00663732510761806,0.00507063986737972,2.00258851046242,0.00599423143361739,-0.11432930502399,keyed,1,i:,1,i:,dummy
-1.71394696350289,0.0512927539538294,0.00945992099765059,2.12205807019287,0.0218607174708537,-0.11533785026835,heed,1,i:,1,i:,dummy
-1.08619471460163,0.412056726062975,-0.0120464962869277,1.44586608400193,-0.517771674742039,-0.0380289468931154,coffee,1,I:,1,I:,dummy
-0.903347566478894,0.159414328149837,-0.173341380257643,1.56060667538694,-0.429218882194574,0.00195109739514685,messy,1,I:,1,I:,dummy
-1.45925376123514,0.21533980902671,-0.0519059320327402,1.90016679747192,-0.127836242213391,0.0179022799055221,jockey,1,I:,1,I:,dummy
-1.61280085925302,-0.0188967317956995,-0.097105891802136,1.21416346414436,0.394795329704605,-0.038353222592457,feud,1,ju,1,ju,dummy
-1.63266979015595,0.0137487419211616,-0.0784031757424495,0.98266279311294,0.50967661043492,0.0283409033375863,queued,1,ju,1,ju,dummy
-1.60326377241961,0.0351033221045661,-0.00910312134180837,1.17259566409728,0.295968072232057,0.0428301953725465,hewed,1,ju,1,ju,dummy
-1.33754993647769,0.00955328044311734,-0.144082834801182,1.2207268009939,0.34851284656766,-0.198262838733147,curfew,1,ju,1,ju,dummy
-1.3288076068804,-0.190449954241422,-0.0368030952876234,1.28518213467014,0.264348913514737,-0.134358012070598,rescue,1,ju,1,ju,dummy
-1.47811599963899,0.141945632589595,-0.00196419167324413,0.560959985995654,0.0766025073179601,0.0383541224686237,food,1,u,1,u,dummy
-1.51414499434298,0.129447849731024,-0.00608292642599637,0.59818588628073,0.0991688425182143,0.111706315585822,sued,1,u,1,u,dummy
-1.59743555268808,0.146819587876828,-0.0205726972048925,0.453657843040118,0.0985709365532691,0.102831315673896,cooed,1,u,1,u,dummy
-1.54763076589139,0.122788977532931,-0.0836612984304618,0.538476350018772,-0.000452540781918349,0.112601036019448,whod,1,u,1,u,dummy
-0.604942716224685,0.666231116141597,-0.0270631524104691,0.210410481954905,0.0286908013767531,-0.117627953837552,tofu,1,ou,1,ou,dummy
0.322274059245601,0.12181713265968,0.251198297975224,-0.127820143691325,-0.339358981815604,-0.0668769055244503,flow,1,ou,1,ou,dummy
-0.1631636605749,0.68532318564531,-0.341534480930415,-0.0160414684230264,0.128524366826552,-0.182359996304388,sew,1,ou,1,ou,dummy
-0.773855120807501,0.67579728343664,0.122158673086584,0.205698342678313,-0.061550934997232,0.0483693198467052,code,1,ou,1,ou,dummy
-0.841568437324702,0.754010047389284,0.234794569065951,0.245515919565515,-0.0848140342788278,0.00858509401479614,hoed,1,ou,1,ou,dummy
-0.1448842441442,0.447609969603032,-0.289250855948923,-0.0997660859267578,-0.256512773950543,-0.182617491113799,airflow,1,ou,1,ou,dummy
-0.30621996307603,0.356850332266152,-0.273809922063279,0.110344838602707,-0.20243237398252,-0.0551730228638795,torso,1,ou,1,ou,dummy
-0.0684815818454483,0.382114866528319,-0.437656867939578,0.358792381961015,0.168140710567978,-0.0334790921287847,disco,1,ou,1,ou,dummy
-0.25228243865153,0.777075246565782,-0.153095820214629,-0.143976049782497,0.268591640231864,-0.166173570902501,backhoe,1,ou,1,ou,dummy
-0.658138467228809,0.0624146959543468,-0.14862841011024,0.989226129962479,-0.0628983953501247,-0.0723775482769026,Sid,1,I,1,I,dummy
-0.298802228872267,-0.278347262599084,-0.228851016779505,1.21281713863677,0.0952551223931262,-0.0563925118471819,kid,1,I,1,I,dummy
-0.606903117407108,0.0550739606699633,-0.0875128282996339,1.23090838764511,0.0634662704983256,-0.062691058151912,hid,1,I,1,I,dummy
-1.54614721905064,0.103732885819245,0.0526158674445902,1.89160080142983,-0.124122581355918,-0.177183187341167,feed,1,i:,1,i:,dummy
-1.60442941636591,0.0187036403393589,-0.00860163016197,1.97776563391608,-0.0944128926340984,-0.163036856446716,seed,1,i:,1,i:,dummy
-1.59075959190469,0.0624848057303483,0.0149869198677512,2.09881712611796,-0.0581063062829371,-0.0642277525699033,keyed,1,i:,1,i:,dummy
-1.61211206964838,-0.00555272281360932,-0.0213888523138691,1.95704905016792,0.0450399193895138,-0.0717504184808398,heed,1,i:,1,i:,dummy
-0.808400568670737,0.135879388686321,0.128206394278499,1.3258075068619,-0.602792762683218,-0.0634782345126149,coffee,1,I:,1,I:,dummy
-0.647541704080577,0.0740715283171338,-0.128746425690058,1.29554884107864,-0.444058157880721,-0.027989528050493,messy,1,I:,1,I:,dummy
-1.64003454054397,0.335447432605493,-0.147225599469886,2.02180730708337,-0.249879736442719,-0.00475280972558195,jockey,1,I:,1,I:,dummy
-1.60548909268074,-0.0123293332997924,-0.0537297588142343,1.12587816898364,0.414399940888423,-0.0677306778816612,feud,1,ju,1,ju,dummy
-1.54074286984504,0.0570997364170804,-0.0107275325074628,1.30769942878471,0.232454577373846,-0.0807993668375273,queued,1,ju,1,ju,dummy
-1.58906410980098,0.0440257893253888,-0.0282137160315325,1.11685778808274,0.450950751603337,0.0493940284029191,hewed,1,ju,1,ju,dummy
-1.53274231366812,0.189887596084256,-0.136460358058582,1.2316152085366,0.246927101896484,-0.190074540400838,curfew,1,ju,1,ju,dummy
-1.53184158880052,-0.0561228541623265,-0.254106353118504,1.17380735705412,0.369821837950504,-0.164091161655284,rescue,1,ju,1,ju,dummy
-1.41225711667273,0.152150560481234,0.0082818330098821,0.697460563397215,0.0811096054185358,0.00882061598370433,food,1,u,1,u,dummy
-1.55012100523122,0.121923355765352,0.0221572834358419,0.727113382702054,0.176695516668991,0.0297175133918091,sued,1,u,1,u,dummy
-1.46073730807589,0.0438534087324138,0.0179512373909407,0.682297572367895,0.0377338956139819,0.0215380522792262,cooed,1,u,1,u,dummy
-1.54990906996826,0.0417865387596292,-0.0599617883402452,0.68850749877169,0.107664166289875,0.0660174915855116,whod,1,u,1,u,dummy
-0.612996256217342,0.666381612651443,-0.168389659243289,0.448020104977053,-0.0815969905221816,-0.0923777320278899,tofu,1,ou,1,ou,dummy
0.28476151770086,-0.048152311473857,0.291261813356184,-0.220716603715565,-0.14289512606146,-0.182845248049216,flow,1,ou,1,ou,dummy
-0.405829536669409,0.585958548742471,-0.481443835978112,0.0361286449963841,0.0662325390265694,-0.146300091416445,sew,1,ou,1,ou,dummy
-0.631328656463782,0.700515918973256,0.0362708229941194,0.246862245073113,-0.0643487216473026,0.0284191185476643,code,1,ou,1,ou,dummy
-0.772795444492678,0.627133951636209,0.104055907588191,0.185436143788968,-0.0335501652188521,-0.00598320127624897,hoed,1,ou,1,ou,dummy
0.0233393708339806,0.390445158699888,-0.385275282205926,-0.114070794444983,-0.316238792551448,-0.154724071467524,airflow,1,ou,1,ou,dummy
-0.27469459271004,0.363243178522058,-0.449202879565811,-0.0831894531144612,-0.169706691191093,-0.0967818541670958,torso,1,ou,1,ou,dummy
-0.369800541965421,0.142285867837292,-0.336642077152531,0.362949161965723,0.175808379370902,-0.0239762231337258,disco,1,ou,1,ou,dummy
0.123107895874583,0.614087568525572,-0.286756693522033,-0.0262903713496138,0.240481742109788,-0.207401261652079,backhoe,1,ou,1,ou,dummy
-0.573364362042954,-0.0124500284092086,-0.126626055808916,0.998431630620678,-0.0243937927933171,-0.075308402823039,Sid,1,I,1,I,dummy
-0.734170242817372,-0.00338940944750897,-0.0962679014623058,1.22453017055287,0.109130124618021,-0.0841690789202778,kid,1,I,1,I,dummy
-0.509783783153563,0.022897807802439,-0.0989978201481503,1.31749394685249,0.0889419730754204,-0.0812105439334558,hid,1,I,1,I,dummy
-1.67850699656272,0.171125182708774,-0.0223273928484176,1.51234045601593,-0.116216147256799,-0.1791637595099,feed,2,i:,1,i:,dummy
-1.743614584924,0.243251566058093,0.0593442759817349,1.63187899288077,-0.126212992094167,-0.176811534613113,seed,2,i:,1,i:,dummy
-0.70158276547799,-1.93096370906985,1.4096397171871,1.97961525349098,-0.162690078472004,0.00366537923393326,keyed,2,i:,1,i:,dummy
-1.9844893814358,-0.0515614709088395,-0.163926725782573,1.74550775938376,-0.0414276228808801,-0.0543392385578629,heed,2,i:,1,i:,dummy
-1.92892676729197,0.403307034099978,-0.468436970151114,1.12491471490735,-0.32900722522401,-0.0147097672630345,coffee,2,I:,1,I:,dummy
-0.457448709477309,-1.52983530422543,1.51766065892293,1.36267104450313,-0.623945481423406,0.189132793029726,messy,2,I:,1,I:,dummy
-1.69162163593466,0.35043154998761,-0.285650958077731,1.32022814826798,-0.161486082727368,0.0525735775368603,jockey,2,I:,1,I:,dummy
0.500773580254543,0.406554151929786,3.07194624113845,1.3742443447951,0.206640619943497,0.325732176294164,feud,2,ju,1,ju,dummy
-1.71133239570077,0.219786753392233,-0.189402831202881,0.959911240145034,0.376251637579331,0.0697824301599586,queued,2,ju,1,ju,dummy
-1.80717014495723,-0.247723000519557,0.152195245589116,1.14045024760102,0.251897258110349,-0.0189669608889866,hewed,2,ju,1,ju,dummy
-0.283466333904033,2.01112417083499,1.58784507841389,1.24689327059584,0.0116578649640629,0.351650609039516,curfew,2,ju,1,ju,dummy
-0.417095972948271,1.78449219663357,1.37536928037166,1.42163443515894,0.170946606572407,0.217477775031501,rescue,2,ju,1,ju,dummy
-0.509984868381461,1.47339725816867,1.1585878352163,0.398729296200325,-0.083137499587752,0.657970704514993,food,2,u,1,u,dummy
-0.527522788488312,-1.31590573728513,1.52494489093364,0.68121184239835,-0.298494194827512,0.317247674989445,sued,2,u,1,u,dummy
-1.71769571184573,-0.0951135418847068,-0.302657319224654,-0.24178683775356,-0.341866631172685,0.471803724139283,cooed,2,u,1,u,dummy
-0.763120688684773,-1.15478429642154,1.58997645644275,0.367031436986727,-0.426966687369165,0.464242713562466,whod,2,u,1,u,dummy
-0.24412241578822,-1.41079415097437,0.925440840056075,0.548421093206918,-0.176314787710212,0.363569306258963,tofu,2,ou,1,ou,dummy
0.348209195608218,-0.614932648127138,0.883860260181774,-0.0877074839631645,-0.621995957407101,0.443916497307587,flow,2,ou,1,ou,dummy
-1.68091264047119,0.266947541362945,-0.00329230572891809,0.754233323157361,0.312114639556158,-0.189543748365243,sew,2,ou,1,ou,dummy
-0.12205538778788,-0.217120244119162,0.80078609578962,-0.0273338071982803,-0.483792203092094,0.579065156563418,code,2,ou,1,ou,dummy
-0.203536875009977,1.6037882523913,0.655340570400701,-0.13988806999911,0.1018984240556,0.657644953132639,hoed,2,ou,1,ou,dummy
-0.0857379249117459,-0.308768529600108,0.646293862485381,-0.311719120368873,-0.397877861707109,0.326196216122619,airflow,2,ou,1,ou,dummy
-0.379071278911293,-1.04018672267895,0.452660211834751,0.0441654599826762,-0.374534189902902,0.28811659328563,torso,2,ou,1,ou,dummy
0.291870567300369,-1.25440797727296,0.758510363612988,0.35821155243153,-0.340971721731783,0.537885200804662,disco,2,ou,1,ou,dummy
0.485253296974144,-1.07879577715135,0.972198525643513,0.416906317161796,-0.305703021297019,0.48189069924146,backhoe,2,ou,1,ou,dummy
-0.751092469142464,0.170160938724652,-0.366348852918878,0.452790263715044,-0.072108625321965,0.0282661031418737,Sid,2,I,1,I,dummy
-0.78477148386093,0.0783401085288784,-0.133790572697751,0.773440076833397,0.00354918309898088,0.00948983270266937,kid,2,I,1,I,dummy
-0.674111864071683,0.119892107861653,-0.247790195601822,0.709730961493071,-0.0478484913349296,-0.0172427609960195,hid,2,I,1,I,dummy
-1.60113838440993,0.203488153369566,0.0243609804890188,1.5102809905868,-0.207358753609009,-0.251889166383305,feed,2,i:,1,i:,dummy
-1.54448935043648,0.268500381809286,0.0072850613036439,1.44912382153909,-0.0706527620159711,-0.0872720723520051,seed,2,i:,1,i:,dummy
-2.02554053071245,0.067440455175908,-0.0512104792663945,1.93025523967319,0.0792157821130306,-0.17142163950986,keyed,2,i:,1,i:,dummy
-1.81811194466992,0.192094414700138,-0.0375340998413973,1.76695306243929,0.0332678524970583,-0.134220899661656,heed,2,i:,1,i:,dummy
-1.39828828193511,0.499292454379999,-0.211420569750472,1.22804468482052,-0.380675325352154,-0.0415058230095963,coffee,2,I:,1,I:,dummy
-1.29352636979242,0.410721573019019,-0.100128721319213,1.10044737018951,-0.3181493757863,-0.0637406430914612,messy,2,I:,1,I:,dummy
-1.57017541926554,0.308198160279565,-0.272040575316205,1.39976380772131,-0.212139635792026,0.0416279889707937,jockey,2,I:,1,I:,dummy
-0.496870229009523,-1.57587016741526,1.58271236799684,1.21215098422613,0.000671528981093454,0.184183203391891,feud,2,ju,1,ju,dummy
-1.90828479052903,0.109484528918371,-0.161788480661881,1.12802629854484,0.295590732616169,0.035888201391054,queued,2,ju,1,ju,dummy
-1.66616837135481,0.1578669328788,-0.165378830525445,1.10975973560819,0.209225780075749,-0.0154297015509675,hewed,2,ju,1,ju,dummy
-0.248157689441124,1.90510202085699,1.37958579282282,1.02937342739065,0.278995451390579,0.163030896747727,curfew,2,ju,1,ju,dummy
0.647750662919924,1.05805463404367,3.04688185717154,1.36262627351554,0.2915766419453,0.287883418951073,rescue,2,ju,1,ju,dummy
-0.184912535073497,-1.25830572307769,1.5997616572198,0.162316096232234,-0.304069052490439,0.355583978664754,food,2,u,1,u,dummy
-0.57136758875544,1.95253534646093,1.49402251693617,0.964119712978478,0.249718315644497,0.264088105276997,sued,2,u,1,u,dummy
-0.391332302702808,0.650189783262912,-0.212390743245762,-0.338357857984821,0.0589977778293214,0.179019886935151,cooed,2,u,1,u,dummy
-1.71420364810764,0.264556610026624,-0.117952598240071,0.308963466082719,-0.338969756355825,0.260493905943176,whod,2,u,1,u,dummy
-1.16346639590267,0.592304552528549,-0.191719452662316,-0.135634826178076,0.163640740869962,-0.0209020324435809,tofu,2,ou,1,ou,dummy
-0.679931970301833,0.867863316464386,-0.324112045807924,-0.582740293743901,0.0954761927552742,-0.0619451563560284,flow,2,ou,1,ou,dummy
-0.955882607027332,0.195875215753329,-0.127449919560583,0.0993009311995504,0.330895221019473,-0.132695249765044,sew,2,ou,1,ou,dummy
-0.634612743123067,0.648664041855606,-0.236412594392332,-0.131941219701915,0.00885827469483149,0.28916822629323,code,2,ou,1,ou,dummy
0.954121054875006,-1.44001197247828,2.10807873824675,-0.165228448974953,-0.35213687982025,0.58262399609583,hoed,2,ou,1,ou,dummy
-0.302478680922522,0.372348013473695,-0.107477926708379,-0.605058631057431,0.0276176231078544,-0.0809324826633029,airflow,2,ou,1,ou,dummy
-0.305970744660612,0.703278733011171,0.36270488328596,0.187163994344589,0.299765940337682,0.402265011506505,torso,2,ou,1,ou,dummy
0.125493130534488,-0.643460151114972,0.531703519962023,0.442358623606613,-0.0483484459442925,0.263856631357101,disco,2,ou,1,ou,dummy
-0.688235321856847,0.667345719643116,-0.48354665369446,0.089966180287071,0.168417875433588,-0.0360977719073929,backhoe,2,ou,1,ou,dummy
-0.724087176234569,0.0207958520876757,-0.458446789636054,0.723744280608687,-0.0114682336531197,0.0382288469940766,Sid,2,I,1,I,dummy
-0.643381703176493,0.0528749988236764,-0.386942210671959,0.982072879001999,0.203451591085562,-0.00282488565561329,kid,2,I,1,I,dummy
-0.732390527789583,0.390778826612293,-0.278710245771579,0.71264107568641,-0.0364090219877491,0.0034713429344243,hid,2,I,1,I,dummy
-1.71699729909811,0.101184577235894,-0.0671800931859772,1.68056744188471,-0.187756267273727,-0.147881029831118,feed,2,i:,1,i:,dummy
-1.80290206705512,0.153667939863367,-0.0275196530349904,1.68864860514468,-0.134471879017731,-0.242616018870896,seed,2,i:,1,i:,dummy
-1.74097613676633,0.116895357923454,-0.0475365393669205,1.88590957646546,0.0603742029393608,-0.140698660002878,keyed,2,i:,1,i:,dummy
