spk age word phoneme DCT0 DCT1 DCT2
albr younger food u: 17.9159550339076 -0.241722297742996 0.214653741561551
albr younger food u: 17.5295109011231 -0.244161539876685 0.168851765596941
albr younger food u: 18.0114819411759 -0.0729782334811265 -0.193907787494416
albr younger food u: 17.7441129347206 0.0422763691731701 0.048676379586025
albr younger food u: 17.6229855980032 0.0492406287445845 0.137616012384118
albr younger food u: 17.5826587970798 -0.222782945319701 0.213456886983034
albr younger food u: 17.7132622311445 -0.0708778205113445 0.0396437445750161
albr younger food u: 17.9622308253707 -0.268600446378286 0.211535049193921
albr younger food u: 17.2351202799065 -0.0594458463024029 0.294016144124879
albr younger food u: 17.6309817529732 -0.204002966817742 0.0997068417694754
albr younger feud ju: 19.0503224804626 0.706141464384772 -0.231868617913478
albr younger feud ju: 19.0402538883195 0.608251287167323 -0.158410409552514
albr younger feud ju: 19.376870547217 0.475276463274205 -0.0944472729535413
albr younger feud ju: 19.5159272514442 0.0782481882641433 -0.212426535639369
albr younger feud ju: 19.7010534401909 0.366941734018919 0.00479984621171905
albr younger feud ju: 19.2476253902939 0.60868996627634 -0.148556346854348
albr younger feud ju: 19.2183035191794 0.406063698706079 -0.117724833389578
albr younger feud ju: 19.4861106817631 0.242826434916401 -0.0646748730538492
albr younger feud ju: 19.4498179296609 0.310085992466541 -0.154225127786022
albr younger feud ju: 19.2047165305835 0.39001303169427 -0.00140228998773538
alha younger seep i: 18.4360152016272 -0.0238119642925392 0.0466311004342532
alha younger seep i: 18.5181440459595 -0.316098410816229 -0.0301350213041894
alha younger seep i: 18.8350460363888 -0.335714833782208 -0.396674409753022
alha younger seep i: 18.5699657891208 -0.467029719368852 -0.215051352379894
alha younger seep i: 18.4568240246313 0.205729916902255 0.15039044182706
alha younger seep i: 18.3341703245186 -0.370524731044523 -0.169968834117254
alha younger seep i: 18.7576199149686 -0.195593385365811 -0.0857093399672782
alha younger seep i: 18.4044327729837 -0.209830146964992 -0.18043397908431
alha younger seep i: 18.638130106489 -0.194071730191713 -0.281314586363173
alha younger seep i: 18.3023249169645 -0.245164284583302 -0.0946500560363444
alha younger soup u: 17.5602483165366 -0.448492555602194 -0.374684576659562
alha younger soup u: 17.1877802796924 -0.310090352855985 -0.315108683380138
alha younger soup u: 17.6701458947546 -0.253698440681986 -0.336771619317561
alha younger soup u: 17.2050873930106 -0.0432815821391515 0.0495542889229372
alha younger soup u: 18.0782889987015 0.0983213320532947 -0.46268914679441
alha younger soup u: 17.6345264495479 0.0437344805036352 -0.541201427518496
alha younger soup u: 17.6509035281051 -0.190714245645937 -0.286837897463256
alha younger soup u: 16.6044067892967 -0.403120264779792 -0.25434873992243
alha younger soup u: 17.6266569048537 0.123268968297574 -0.481066592699006
alha younger soup u: 17.3166081015134 0.824853763943824 -0.552920241847214
alha younger heed i: 19.217396515382 -0.177826519275053 -0.0689544706190254
alha younger heed i: 19.1049324863544 0.113843602526499 -0.0227105110634458
alha younger heed i: 18.7997055725455 0.0626045858377451 -0.161849665583211
alha younger heed i: 18.9640708310183 -0.0742332388427664 -0.0539952117003646
alha younger heed i: 18.8770219890537 -0.210992002540534 -0.0489796624934171
alha younger heed i: 19.0602513739201 -0.0423543229224481 -0.129715248901301
alha younger heed i: 18.6943909037666 0.107750794172994 -0.160664137683632
alha younger heed i: 18.9605301862452 -0.0598344675981486 -0.000106678814608072
alha younger heed i: 19.1769360585512 -0.185742653009481 -0.0532834661141876
alha younger heed i: 18.8199767789413 0.0737038508437216 -0.0753779199580457
alha younger who'd u: 16.8103902834142 -0.13379083948298 0.408276173123637
alha younger who'd u: 16.303753250658 -0.145646978374626 0.727946404884856
alha younger who'd u: 16.949105521548 -0.174062542300116 0.015303196262943
alha younger who'd u: 16.9028728857574 -0.245257097736181 0.152492827436753
alha younger who'd u: 17.2909272066396 -0.388185830735912 -0.0874118947159428
alha younger who'd u: 17.9429987742956 -0.351343378309392 0.33534148104608
alha younger who'd u: 16.1606438299774 -0.133162579076499 1.20915317452553
alha younger who'd u: 17.4504677612019 -0.353735578201941 -0.0559745110017907
alha younger who'd u: 17.0705465756186 -0.258475951606451 0.219223289134855
alha younger who'd u: 15.4178616061024 -0.533542432203399 0.36225546432771
alha younger hewed ju: 18.2595192981036 0.314691669175047 0.367987587084097
alha younger hewed ju: 18.5424075606896 0.317507326739826 -0.0921272945644198
alha younger hewed ju: 18.5149023815263 0.367778536325398 0.285374616177599
alha younger hewed ju: 17.8202673921101 0.159561091938668 -0.0199505229982832
alha younger hewed ju: 18.3430189767454 0.455507436164339 -0.236247572610631
alha younger hewed ju: 17.9438204643354 0.194256431155933 -0.0920907846812181
alha younger hewed ju: 18.1345325686689 0.105251615836839 0.127591147425737
alha younger hewed ju: 18.9244979574854 -0.194194045712021 -0.0922094186265331
alha younger hewed ju: 18.2182323040422 0.252422904589275 0.389535444258688
alha younger hewed ju: 18.2565536039311 0.462083420423889 0.287014758420236
alha younger keyed i: 18.9197564032842 -0.164376484922088 -0.344887185621192
alha younger keyed i: 18.7871580892364 0.162677798913211 -0.0552489209428401
alha younger keyed i: 19.0406747158872 -0.0804877296944089 -0.0258655093562986
alha younger keyed i: 18.776996752773 -0.00394186732412058 -0.0784828934881637
alha younger keyed i: 18.8640773752117 0.059849229890807 -0.245567126835165
alha younger keyed i: 19.2170526798943 -0.0329307738907382 -0.109261268960142
alha younger keyed i: 18.7348663110365 0.134756992029226 -0.0787847570234792
alha younger keyed i: 18.7585919138937 -0.050971421625467 -0.110436637742201
alha younger keyed i: 18.9991885757628 -0.269975343435457 -0.0280889737602879
alha younger keyed i: 18.8239827340626 -0.228705710040237 -0.117564296617079
alha younger cooed u: 17.400326383097 -0.0399421803812371 0.0412389200616921
alha younger cooed u: 17.6656304235881 -0.695479210377783 0.160764437186961
alha younger cooed u: 18.1465738997184 -0.118158569568901 -0.0196468519968237
alha younger cooed u: 17.9776111713384 -0.381174832883573 0.0234244611030308
alha younger cooed u: 16.8349946842928 0.173339741949547 0.00273467318451588
alha younger cooed u: 17.9213629794158 0.193195618136888 -0.15220843379865
alha younger cooed u: 17.0202440972545 0.649957313433882 0.44095355315553
alha younger cooed u: 17.4961800407782 -0.0932714374895535 -0.199947734487536
alha younger cooed u: 18.1926095989818 0.523681746410179 -0.129436384761397
alha younger cooed u: 16.7316406427199 -0.0754412573432669 0.013713915956189
alha younger queued ju: 17.8818978846324 0.0589005899169776 0.0857151712175291
alha younger queued ju: 18.2638608343293 0.220045312163594 0.154929878086202
alha younger queued ju: 18.3059238411455 -0.116078656352822 -0.10637754432982
alha younger queued ju: 18.2295444356274 0.0414820842736109 0.0920348276225124
alha younger queued ju: 18.2148972598419 -0.0203351450267081 -0.0419343799407511
alha younger queued ju: 18.6083760862455 -0.110240404765291 -0.00784457150775842
alha younger queued ju: 18.6205343417359 0.182660386248227 0.000658746788337671
alha younger queued ju: 17.9182750543228 0.0174739797226586 -0.188129611390552
alha younger queued ju: 18.5623947467632 0.423106600697982 0.16645709054195
alha younger queued ju: 18.2556940798173 -0.0848096258513416 -0.0352491662513678
alha younger feed i: 18.6158599451624 0.0310170762365008 -0.0652310647479169
alha younger feed i: 18.1728939607729 -0.421909840801494 -0.0661477992153221
alha younger feed i: 18.6820126561902 -0.281117689701167 -0.200684841851604
alha younger feed i: 18.6756874155838 -0.13719494907999 -0.245799502014952
alha younger feed i: 18.7721073014567 -0.459890969161362 -0.0216819634509318
alha younger feed i: 18.6363536941933 -0.246956923471815 -0.254470878661318
alha younger feed i: 18.9071595975481 -0.0726128112622316 -0.33869570539826
alha younger feed i: 18.5460026464746 -0.232712358800437 -0.158287295821652
alha younger feed i: 18.8453348217452 -0.221277967791464 -0.0973403405342628
alha younger feed i: 18.7145816851804 -0.232023244100945 -0.186688926358512
alha younger food u: 17.3233479287897 -0.735502676011835 -0.222729048060211
alha younger food u: 17.6480744413163 -0.670003147138387 -0.330448518862989
alha younger food u: 17.1949236115728 -0.80890443045521 -0.134486601984021
alha younger food u: 17.0014804921735 -0.458636766531938 -0.234825092266111
alha younger food u: 16.9883618086258 -0.443384882725579 -0.433277280886476
alha younger food u: 17.7883705224189 0.0186898692517224 0.209594131984476
alha younger food u: 18.2182411871152 -0.205651359830544 -0.0080041322751391
alha younger food u: 17.4113174126096 -0.261206443598532 0.110568939356595
alha younger food u: 16.7075315968323 -0.524996410233424 0.207794056281106
alha younger food u: 17.2042763993577 -0.537326158734174 -0.219427004098196
alha younger feud ju: 18.0940353241296 0.383943785217236 0.00211562348101553
alha younger feud ju: 18.1064173348618 -0.00255730920507094 -0.153613106279455
alha younger feud ju: 18.7008350151106 -0.100633165472387 0.0830428366809
alha younger feud ju: 18.3706794117139 0.0220859965934562 0.0535587884349099
alha younger feud ju: 18.424579555155 -0.144757689601683 -0.0458356363524439
alha younger feud ju: 18.7902082908562 -0.0422458031269668 -0.224354981338664
alha younger feud ju: 18.1180817404519 0.313523051425794 -0.0239408765944654
alha younger feud ju: 18.780180146691 -0.034964984041784 -0.0099673445541706
alha younger feud ju: 18.3260572926518 -0.249128354862176 0.191136886231828
anhe younger seep i: 21.2486872613564 0.0174316082033022 -0.195245744727038
anhe younger seep i: 21.0541404429749 -0.0418304231726352 -0.155425925663319
anhe younger seep i: 21.2190975112535 -0.0231322841400026 -0.154576594332031
anhe younger seep i: 19.976347339994 -1.30809256612019 -0.762079550546269
anhe younger seep i: 20.9758393644718 -0.168759631791272 -0.103891792872831
anhe younger seep i: 21.0842604637318 -0.138891653715522 -0.303717529409186
anhe younger seep i: 21.3386881472459 0.0509131021055693 -0.164057226769442
anhe younger seep i: 21.0525605917467 -0.0871628119230225 -0.257017638257984
anhe younger seep i: 21.2283552188337 -0.187980561484804 -0.147401043617288
anhe younger seep i: 20.5074719056363 -0.535827721084754 0.064134740946149
anhe younger soup u: 18.2611053921986 0.77615295601834 -0.845135802802037
anhe younger soup u: 18.2681706884064 0.633588033151396 -0.835476589024686
anhe younger soup u: 17.9854438691031 0.646005206716446 -0.775843432588547
anhe younger soup u: 19.044945946219 0.106495559898544 -0.639378594566419
anhe younger soup u: 18.5408504976505 0.639103983522601 -0.977433880015679
anhe younger soup u: 17.7075820240945 0.955594499980777 -0.6226750858165
anhe younger soup u: 17.4411121832396 1.20473081650867 -0.819345291464975
anhe younger soup u: 18.1705331303534 0.622725489840099 -0.5536394626023
anhe younger soup u: 18.458850640375 0.332465838473499 -1.02448583435866
anhe younger soup u: 19.2748234913637 0.0520591849377588 -0.459906747748788
anhe younger heed i: 20.823004961676 0.223024685694356 -0.0603720945699996
anhe younger heed i: 20.7834590942785 0.216547447707801 -0.142019209954242
anhe younger heed i: 20.8911683750576 0.263950888292368 -0.21640798797269
anhe younger heed i: 21.1338660114673 0.0755669570642593 -0.178581958467014
anhe younger heed i: 20.9553862831128 0.307230613064913 -0.205021728711536
anhe younger heed i: 20.740418732259 0.401472066044218 -0.199716688716491
anhe younger heed i: 20.8245301077435 0.0692921815615487 -0.298456465086732
anhe younger heed i: 20.9519965228573 -0.0127070369947583 -0.167227689931926
anhe younger heed i: 20.6386059684205 0.244711493626016 -0.102319170815976
anhe younger heed i: 20.9527391161229 0.10641001481976 -0.0838535955425535
anhe younger who'd u: 18.4940556009579 -0.611970192914668 0.334731229434414
anhe younger who'd u: 18.180398785018 -0.127582911602497 0.430620935615509
anhe younger who'd u: 17.7513895191263 -0.420231910221052 0.320531459009456
anhe younger who'd u: 17.7314855946204 -0.454234667782046 0.51074980442727
anhe younger who'd u: 18.1428735214296 -0.114111839954097 0.227508870018342
anhe younger who'd u: 17.7508151349375 -0.129436958650006 0.310284769532812
anhe younger who'd u: 17.7554734359825 -0.248030305322037 0.591509252574328
anhe younger who'd u: 18.336496937795 -0.137554600578323 0.305077806242996
anhe younger who'd u: 17.6159081492554 -0.0480634560245277 0.56685722692239
anhe younger who'd u: 17.8725317033495 -0.155847311963641 0.47680185453894
anhe younger hewed ju: 19.2479058336222 0.466918465978306 0.346137046023013
anhe younger hewed ju: 19.3754815000872 0.450950965862264 0.142831073286723
anhe younger hewed ju: 18.3522357671105 0.66325246183917 0.838545546150517
anhe younger hewed ju: 19.4107424188049 0.347590087794083 0.372502307689594
anhe younger hewed ju: 19.1073686398659 0.518707990127033 0.576732877520235
anhe younger hewed ju: 18.9363559253556 0.65122189340446 0.500256528372781
anhe younger hewed ju: 18.6189280260997 0.797948346033881 0.652832832592974
anhe younger hewed ju: 19.3831110845602 0.447228155345372 0.281002873961234
anhe younger hewed ju: 18.6915874920805 0.904085545727372 0.797175620145305
anhe younger hewed ju: 19.1377224071392 0.363252569170003 0.410785989781583
anhe younger keyed i: 20.9927096877752 0.343019544850115 -0.225767056917553
anhe younger keyed i: 20.9579392194881 0.132771523907812 -0.182636546468383
anhe younger keyed i: 21.1697450650725 0.349202651347246 -0.197561168086542
anhe younger keyed i: 21.1289433201875 0.407278459842451 -0.199071526209764
anhe younger keyed i: 20.9047878612463 0.427446665572193 -0.285821781263959
anhe younger keyed i: 20.9318233410027 0.240692691800818 -0.287221326814662
anhe younger keyed i: 20.8865803461278 0.138712976843265 -0.186071296025572
anhe younger keyed i: 21.1329860051099 0.239265287617032 -0.233301481068629
anhe younger keyed i: 20.9643500209944 0.283126574874007 -0.152931381795874
anhe younger keyed i: 21.0995461305449 0.255989507966783 -0.158631061808881
anhe younger cooed u: 17.5286714618005 -0.131108684453379 0.210763467425526
anhe younger cooed u: 18.1249783084099 -0.091959230708242 0.389347946234391
anhe younger cooed u: 17.1478656378056 -0.0560300170741282 0.692838848550282
anhe younger cooed u: 17.0483033753838 -0.0667175812550262 0.743925483148956
anhe younger cooed u: 17.8218692100924 0.0194809915863778 0.496835973518948
anhe younger cooed u: 17.5813151244629 -0.223581499525916 0.529836430937105
anhe younger cooed u: 18.2871597464391 -0.297133368916577 0.199190214916172
anhe younger cooed u: 17.0150182124346 0.0164216355867553 0.582483565208454
anhe younger cooed u: 17.3934488462591 -0.0343558950017532 0.873756915312007
anhe younger cooed u: 17.1862879346557 -0.314842657077526 0.424116555572324
anhe younger queued ju: 19.4321204892859 0.796737213745415 0.131840513299316
anhe younger queued ju: 18.723525594612 0.855230881934194 0.794700021087275
anhe younger queued ju: 19.3028335300087 0.766103729458556 0.579594180912301
anhe younger queued ju: 18.8909418477568 0.946863902539881 0.182236190661929
anhe younger queued ju: 19.7195511344484 0.705329162310844 0.154281381978769
anhe younger queued ju: 19.7460116609481 0.357757101257224 0.132599087203546
anhe younger queued ju: 18.9904685060092 0.820478890812128 0.431114504662299
anhe younger queued ju: 18.2809030548787 0.997316666527127 0.686493286633498
anhe younger queued ju: 18.5644666032471 0.824687761596809 0.834247926801779
anhe younger queued ju: 18.9568150985573 0.832128524222498 0.464373287203214
anhe younger feed i: 20.9852351288489 0.249584527435236 -0.338456146859727
anhe younger feed i: 21.0126840258336 0.17130037588384 -0.293356101878723
anhe younger feed i: 20.8633051875646 0.139546216586166 -0.340883472106646
anhe younger feed i: 21.1088114880337 0.0423297303729277 -0.300158614623121
anhe younger feed i: 21.157021624572 0.075526898440331 -0.170566707505883
anhe younger feed i: 20.9831264315881 0.00846194520022018 -0.225140938988884
anhe younger feed i: 20.868411526098 0.137582258026592 -0.291459010823926
anhe younger feed i: 21.0012714301924 0.00674977374168083 -0.393197068586266
anhe younger feed i: 20.8656421140876 -0.0432587784760226 -0.328311030016266
anhe younger food u: 18.7653900863706 -0.294187818690725 -0.109248230407213
anhe younger food u: 18.3431876675501 -0.481213925154284 0.266592397550716
anhe younger food u: 18.6953612086394 0.000166333144313995 -0.0672048002707875
anhe younger food u: 18.5613094629956 -0.461056555523711 -0.1548878047627
anhe younger food u: 18.6496821574391 -0.373912535831245 -0.0808826051485691
anhe younger food u: 18.5380795407201 -0.557769243072072 -0.189533226151928
anhe younger food u: 17.9742675328829 -0.114538076768203 0.38770713173552
anhe younger food u: 18.6091208062953 -0.383244198099382 0.0193901141857761
anhe younger food u: 17.7131133185298 -0.0881895393836002 0.134961210151016
anhe younger food u: 18.3568445102558 -0.036450127640143 0.17484000522487
anhe younger feud ju: 19.4991767515533 0.871685985845744 0.104306887180695
anhe younger feud ju: 19.8126968714027 0.527781286922095 -0.00753459728786152
anhe younger feud ju: 19.2815665241121 0.775530986423394 0.405730746528882
anhe younger feud ju: 19.8222669555066 0.974876658169557 -0.00555974540144282
anhe younger feud ju: 19.9150361962886 0.333962360315664 0.0875857151090074
anhe younger feud ju: 19.0406042633941 0.925263007435127 0.570679225391837
anhe younger feud ju: 19.9144651728748 0.429204475544725 0.00862121909949742
anhe younger feud ju: 19.4980894792262 0.724303316750488 0.0407793847007789
anhe younger feud ju: 19.8478407822232 0.651742798180061 0.1217458467581
anhe younger feud ju: 19.6387778015272 0.462287907764353 0.16074311518377
brwa younger seep i: 18.1640458584412 0.0529308982766097 -0.0591747449566704
brwa younger seep i: 18.114637166839 -0.0891672342115531 -0.107464381745007
brwa younger seep i: 18.0650965484484 -0.00987647163310046 -0.269472604201637
brwa younger seep i: 18.0326611735559 0.0584191676550235 -0.34673986116787
brwa younger seep i: 18.0947468657407 -0.164144772997394 -0.368477108376464
brwa younger seep i: 17.6679847657569 -0.016421022854047 -0.14123614536096
brwa younger seep i: 18.2463345445702 -0.0539299837508627 -0.185146525777026
brwa younger seep i: 18.022459380364 -0.157032897829875 -0.0885030365263657
brwa younger seep i: 18.1169949719125 -0.312204275762976 -0.256058459149153
brwa younger seep i: 18.0612447522698 -0.0285855087938556 -0.174155199324106
brwa younger soup u: 17.0730081351569 -0.214657061811133 -0.324881584879279
brwa younger soup u: 16.8706217794954 -0.0565220570323879 -0.0952223517182584
brwa younger soup u: 16.8986934820722 0.190619654110928 -0.154470505174729
brwa younger soup u: 17.0879856223507 -0.0238320423737597 0.0872882301795324
brwa younger soup u: 17.1113421882366 -0.112601504146294 -0.124305869427477
brwa younger soup u: 17.6136829719226 -0.131318222014866 0.197704298600937
brwa younger soup u: 17.2127521924991 -0.0378672239335116 -0.541072317154792
brwa younger soup u: 17.1326834899083 0.185653843431505 -0.26512097360234
brwa younger soup u: 18.1692540274067 0.313363500788367 -0.0382353544191904
brwa younger soup u: 17.2124450980708 -0.0835999782228913 -0.0942386423127262
brwa younger heed i: 18.0566562122933 -0.189555091624976 0.0101506960144013
brwa younger heed i: 18.5536760044873 -0.186906163910184 0.256889496278546
brwa younger heed i: 18.0489435918814 -0.0349620038558962 0.00192505278611063
brwa younger heed i: 18.0493986659123 -0.130250576867101 0.0297099313900921
brwa younger heed i: 17.8496217795579 0.155635265693951 0.0898666041181167
brwa younger heed i: 19.1840111587843 -0.417217810579184 -0.595954341722811
brwa younger heed i: 18.5129391115756 0.127999163338304 0.00913162181936837
brwa younger heed i: 18.095624609965 0.0909429716572433 0.0441403940642133
brwa younger heed i: 18.5061604690339 -0.246478750413791 0.0703033094462024
brwa younger heed i: 18.4543053057491 -0.131624006887731 0.0889239462096282
brwa younger who'd u: 16.7411345604714 -0.214191016732842 0.111825177883153
brwa younger who'd u: 16.882453090083 -0.088197229236353 -0.100195112268438
brwa younger who'd u: 16.6883802754329 0.134498761356475 -0.0832311043173529
brwa younger who'd u: 16.5194263826123 0.111864129454856 0.385456652678151
brwa younger who'd u: 16.7897457169971 0.283755685300011 -0.194173728554367
brwa younger who'd u: 17.1735409594073 0.268494497695263 -0.236755956071254
brwa younger who'd u: 16.7908351511118 0.0163804626609211 0.0133703179575894
brwa younger who'd u: 16.8673714527372 0.299100834124426 0.281795099589413
brwa younger who'd u: 17.2049661094517 0.0204110973118246 -0.155534954735052
brwa younger who'd u: 16.9826888029495 0.253237118019494 0.0105760048632829
brwa younger hewed ju: 17.6851301819531 0.0734026565053395 -0.11702299463671
brwa younger hewed ju: 17.7807903388752 0.243958243081885 0.160882487212032
brwa younger hewed ju: 17.419327580471 0.329378670969484 0.322359160570546
brwa younger hewed ju: 17.0949113279014 0.841641883345964 0.154154184604597
brwa younger hewed ju: 18.0956806106173 -0.0219475250647551 -0.00565542689332839
brwa younger hewed ju: 17.5975714532839 0.239535579380004 0.2840296056026
brwa younger hewed ju: 17.9478580561574 0.543462155691388 -0.161468435940309
brwa younger hewed ju: 18.13659434463 1.02152052924378 0.434601451231831
brwa younger hewed ju: 17.8416872900558 0.0359397333121141 -0.0408641802024446
brwa younger hewed ju: 17.795173221825 0.181433867409535 0.018991263171415
brwa younger keyed i: 17.9461363575117 0.183252270357581 -0.152304496984238
brwa younger keyed i: 18.4565166876659 -0.339696486358829 0.109105468193672
brwa younger keyed i: 18.1621444106839 -0.188876887219484 0.0913314485129334
brwa younger keyed i: 18.9439206725797 -0.0410113717083143 -0.25750335908944
brwa younger keyed i: 18.076266339829 -0.194264462399156 -0.0130911240603022
brwa younger keyed i: 18.4949741324545 0.00383814164168426 -0.199646016389371
brwa younger keyed i: 18.6592744766935 -0.227130925107369 -0.171655492388544
brwa younger keyed i: 18.6554881637921 0.00126784085303499 -0.183981520939564
brwa younger keyed i: 18.4178619991713 -0.361938261838498 -0.0186280773232945
brwa younger keyed i: 18.2165258698326 -0.263915907332289 0.0131927397176461
brwa younger cooed u: 17.4187047893031 0.0969363585274262 0.0450584833432281
brwa younger cooed u: 17.1845703361489 0.148630688529778 0.0288481287991994
brwa younger cooed u: 17.3288770291848 0.196589386570137 -0.343986056591549
brwa younger cooed u: 17.2602716307725 0.108047408493074 0.206279978961328
