"F1" "F2" "age" "spk" "gender" "word" "initial" "DCT0" "DCT1" "DCT2" "phoneme"
"1" 3.64968130921619 13.2892459826947 "younger" "albr" "w" "soup" "u:" 18.6079708199726 -0.173370569966443 -0.232855852895591 "u:"
"2" 3.45306689834926 13.732817574021 "younger" "albr" "w" "soup" "u:" 18.7248929926368 0.051504750184574 -0.68813039936362 "u:"
"3" 3.75638234033433 13.1431 "younger" "albr" "w" "soup" "u:" 18.0586484388134 0.325654503658534 -0.537733934720404 "u:"
"4" 3.75638234033433 13.7268227424749 "younger" "albr" "w" "soup" "u:" 18.719475841854 -0.0973573780438095 -0.53408684581357 "u:"
"5" 3.63993106419647 13.5071268838114 "younger" "albr" "w" "soup" "u:" 18.8172794783715 -0.254000054615909 -0.337512523395886 "u:"
"6" 3.70800687285223 13.3180858411445 "younger" "albr" "w" "soup" "u:" 17.9684141786768 -0.0336716892704442 -0.475137502335952 "u:"
"7" 3.63993106419647 13.2344190665343 "younger" "albr" "w" "soup" "u:" 18.0846239755954 0.371458601713593 -0.564342729034775 "u:"
"8" 3.89073711120579 12.9531930002536 "younger" "albr" "w" "soup" "u:" 18.1062028877644 -0.0592723280558013 -0.278654915463238 "u:"
"9" 3.82376068376068 13.6967624521073 "younger" "albr" "w" "soup" "u:" 18.8348100348003 0.245864816851074 -0.417387094264274 "u:"
"10" 3.65942315970727 13.4915843270869 "younger" "albr" "w" "soup" "u:" 18.1420757134252 0.433225841133895 -0.793045329734411 "u:"
"11" 3.53212121212121 12.2523438334223 "younger" "albr" "w" "who'd" "u:" 17.4841774074712 0.228637910836759 0.333305925022822 "u:"
"12" 3.44314645806171 11.0488115942029 "younger" "albr" "w" "who'd" "u:" 16.5419967919378 -0.116385570652211 0.950819962166453 "u:"
"13" 3.6301724137931 12.2485981308411 "younger" "albr" "w" "who'd" "u:" 17.6396126149687 -0.113707881847684 0.317679636503954 "u:"
"14" 3.23280701754386 11.2664 "younger" "albr" "w" "who'd" "u:" 16.7714594778127 -0.16392812469203 0.681052858182803 "u:"
"15" 3.8620819112628 11.5442736960179 "younger" "albr" "w" "who'd" "u:" 16.9935311967342 0.208505449106319 0.491077726002723 "u:"
"16" 3.6301724137931 11.9891106880609 "younger" "albr" "w" "who'd" "u:" 17.842120288483 0.229690415190345 0.748647844808382 "u:"
"17" 3.50254009536194 11.8636488340192 "younger" "albr" "w" "who'd" "u:" 17.4596661015236 -0.249538376057238 0.514307350053077 "u:"
"18" 3.45306689834926 12.4516842105263 "younger" "albr" "w" "who'd" "u:" 17.5934991214741 0.0988971329454565 0.299573466340267 "u:"
"19" 3.41333333333333 12.1238577586207 "younger" "albr" "w" "who'd" "u:" 17.2828135494013 0.291651771004382 0.213323741806075 "u:"
"20" 3.42327968682036 11.1627387802071 "younger" "albr" "w" "who'd" "u:" 16.7373948921338 -0.0864638514251098 0.764356904235296 "u:"
"21" 3.26309242225142 11.969651416122 "younger" "albr" "w" "cooed" "u:" 17.56368615209 0.533212781740804 0.459605174443309 "u:"
"22" 3.6301724137931 12.9835425101215 "younger" "albr" "w" "cooed" "u:" 18.5178026906948 0.18199493625262 0.162801792082796 "u:"
"23" 3.69830683283197 12.2785078603784 "younger" "albr" "w" "cooed" "u:" 17.686179121797 0.287419725712483 0.351018355231674 "u:"
"24" 3.71769858308287 12.652510373444 "younger" "albr" "w" "cooed" "u:" 18.221114349316 -0.20593325800642 0.202635176427051 "u:"
"25" 3.47288194444444 12.7053164556962 "younger" "albr" "w" "cooed" "u:" 18.1404898880796 0.105376098336295 0.225181823324758 "u:"
"26" 3.76603256212511 13.1266583229036 "younger" "albr" "w" "cooed" "u:" 18.1535665544539 -0.0893284047346719 -0.0248076662753617 "u:"
"27" 3.39341463414634 12.0201356852103 "younger" "albr" "w" "cooed" "u:" 17.054978838896 0.251032598145098 0.352202289075865 "u:"
"28" 3.5714433880726 12.830396723829 "younger" "albr" "w" "cooed" "u:" 17.975295348362 0.211338540868499 0.0745004820805846 "u:"
"29" 3.55179930795848 12.8235083226633 "younger" "albr" "w" "cooed" "u:" 18.2948613028407 0.0427849076627896 0.167546187090597 "u:"
"30" 3.55179930795848 11.440237221124 "younger" "albr" "w" "cooed" "u:" 16.8208822410945 0.10173634657088 0.649747529421801 "u:"
"31" 3.64968130921619 12.4662250262881 "younger" "albr" "w" "food" "u:" 17.9159550339076 -0.241722297742996 0.214653741561551 "u:"
"32" 3.72738197424893 12.2335952953756 "younger" "albr" "w" "food" "u:" 17.5295109011231 -0.244161539876685 0.168851765596941 "u:"
"33" 3.56162559446606 12.98690614723 "younger" "albr" "w" "food" "u:" 18.0114819411759 -0.0729782334811265 -0.193907787494416 "u:"
"34" 3.58125269978402 12.7611937226653 "younger" "albr" "w" "food" "u:" 17.7441129347206 0.0422763691731701 0.048676379586025 "u:"
"35" 3.60084592145015 12.3601059602649 "younger" "albr" "w" "food" "u:" 17.6229855980032 0.0492406287445845 0.137616012384118 "u:"
"36" 3.46297872340426 12.429815498155 "younger" "albr" "w" "food" "u:" 17.5826587970798 -0.222782945319701 0.213456886983034 "u:"
"37" 3.49266261925412 12.5312820512821 "younger" "albr" "w" "food" "u:" 17.7132622311445 -0.0708778205113445 0.0396437445750161 "u:"
"38" 3.34346573548669 12.7854956343092 "younger" "albr" "w" "food" "u:" 17.9622308253707 -0.268600446378286 0.211535049193921 "u:"
"39" 3.55179930795848 11.8200110071546 "younger" "albr" "w" "food" "u:" 17.2351202799065 -0.0594458463024029 0.294016144124879 "u:"
"40" 3.67888172043011 12.4843580992386 "younger" "albr" "w" "food" "u:" 17.6309817529732 -0.204002966817742 0.0997068417694754 "u:"
"41" 2.74771159874608 12.7889602053915 "younger" "alha" "m" "soup" "u:" 17.5602483165366 -0.448492555602194 -0.374684576659562 "u:"
"42" 2.6949012567325 12.2710423886963 "younger" "alha" "m" "soup" "u:" 17.1877802796924 -0.310090352855985 -0.315108683380138 "u:"
"43" 2.66310112359551 12.7577148739063 "younger" "alha" "m" "soup" "u:" 17.6701458947546 -0.253698440681986 -0.336771619317561 "u:"
"44" 2.62056731202161 12.3748399047367 "younger" "alha" "m" "soup" "u:" 17.2050873930106 -0.0432815821391515 0.0495542889229372 "u:"
"45" 2.81077266636891 13.2505926109596 "younger" "alha" "m" "soup" "u:" 18.0782889987015 0.0983213320532947 -0.46268914679441 "u:"
"46" 2.7054822790489 13.0036988377969 "younger" "alha" "m" "soup" "u:" 17.6345264495479 0.0437344805036352 -0.541201427518496 "u:"
"47" 2.86306595365419 12.9091094147583 "younger" "alha" "m" "soup" "u:" 17.6509035281051 -0.190714245645937 -0.286837897463256 "u:"
"48" 3.02884955752212 11.9070240700219 "younger" "alha" "m" "soup" "u:" 16.6044067892967 -0.403120264779792 -0.25434873992243 "u:"
"49" 2.5778800180424 12.7053164556962 "younger" "alha" "m" "soup" "u:" 17.6266569048537 0.123268968297574 -0.481066592699006 "u:"
"50" 2.76876957494407 12.7542342342342 "younger" "alha" "m" "soup" "u:" 17.3166081015134 0.824853763943824 -0.552920241847214 "u:"
