sl_rowIdx,speaker,age,word,label,DCT0,DCT1,DCT2
180,alha,younger,cooed,u:,1181.88147605595,-1.56247104142658,1.02091434750136
181,alha,younger,queued,ju:,1263.02700366546,3.29357404014027,3.87616099528383
182,alha,younger,queued,ju:,1290.71692182468,10.8397921615921,7.25638274007142
183,alha,younger,queued,ju:,1293.97988435489,-4.80185400584743,-5.98886213703997
184,alha,younger,queued,ju:,1289.2112312576,1.94124443379305,4.86469625856805
185,alha,younger,queued,ju:,1287.09396399859,-1.76031111665824,-2.50185195048706
186,alha,younger,queued,ju:,1314.61630638616,-6.07529321596144,-1.21554211306583
187,alha,younger,queued,ju:,1315.34455121633,9.56221794774542,-1.70398730092574
188,alha,younger,queued,ju:,1270.13121827413,-0.960062389809343,-6.72558150698737
189,alha,younger,queued,ju:,1308.3771081129,19.9755941941149,6.57979887262494
190,alha,younger,queued,ju:,1292.59648787399,-6.37500846527378,-0.232460043920677
191,alha,younger,feed,i:,1316.80407146701,2.61051741407605,-2.63715028247763
192,alha,younger,feed,i:,1286.12911197605,-19.1979919793289,-2.39136652153248
193,alha,younger,feed,i:,1322.38364834826,-12.6837893837736,-8.99858844718944
194,alha,younger,feed,i:,1322.23299447214,-5.99079248905272,-11.4379017388375
195,alha,younger,feed,i:,1327.08736848585,-20.5222886874706,-2.34335419323818
196,alha,younger,feed,i:,1319.18025958175,-13.0525576326068,-11.6210539506421
197,alha,younger,feed,i:,1341.59961660918,-6.38751318607767,-12.5187395209971
198,alha,younger,feed,i:,1311.07592071518,-12.40300433514,-8.7834471615363
199,alha,younger,feed,i:,1332.86850538957,-9.6315101881196,-4.62840871018094
200,alha,younger,feed,i:,1323.5486133996,-10.9723648301776,-9.42060263507113
201,alha,younger,food,u:,1227.75747883675,-32.7986110283379,-10.3606134015075
202,alha,younger,food,u:,1254.48740546327,-28.1613137402004,-10.1263211199977
203,alha,younger,food,u:,1215.80864028753,-38.422363348707,-5.2651648592034
204,alha,younger,food,u:,1205.3812537771,-22.1100451713678,-10.3747275986338
205,alha,younger,food,u:,1212.96625806832,-18.7950793490765,-20.6603217651024
206,alha,younger,food,u:,1258.98309233125,2.50236097880195,11.6198668174318
207,alha,younger,food,u:,1289.15975984857,-9.0623303976497,1.89000903727541
208,alha,younger,food,u:,1236.23518297727,-5.16401140725764,9.69547456052932
209,alha,younger,food,u:,1180.97436839012,-24.905987022179,10.377356556332
210,alha,younger,food,u:,1217.18069182626,-24.6545116909017,-11.0107978550641
211,alha,younger,feud,ju:,1277.55583193947,19.5983573635691,-1.6621441138535
212,alha,younger,feud,ju:,1280.97949850386,-0.0823244218122442,-6.70525402160946
213,alha,younger,feud,ju:,1322.23600725748,-3.40643676881206,5.05439475629902
214,alha,younger,feud,ju:,1297.05645532095,-1.24855364564179,0.597680410653596
215,alha,younger,feud,ju:,1303.84095304824,-7.30205489225151,-2.33396958335368
216,alha,younger,feud,ju:,1326.60643646305,-4.22379067617345,-12.2046366653535
217,alha,younger,feud,ju:,1280.18716142354,15.3535138665262,-2.12206017129021
218,alha,younger,feud,ju:,1329.96698515022,-2.38266564220735,0.0934270865923105
219,alha,younger,feud,ju:,1295.24830710195,-12.7275641196793,9.53906865728174
220,anhe,younger,seep,i:,1503.89363197829,1.07662426672901,-8.95395857122551
221,anhe,younger,seep,i:,1489.62310345728,-1.12934086873707,-6.88539421740152
222,anhe,younger,seep,i:,1501.20739094053,-0.849259032834322,-7.21746939270227
223,anhe,younger,seep,i:,1406.66977630505,-70.5933105585006,-42.3478558852291
224,anhe,younger,seep,i:,1483.52870277945,-8.32853198577285,-5.28549027132715
225,anhe,younger,seep,i:,1493.37067075727,-6.59853347764697,-13.1905285097693
226,anhe,younger,seep,i:,1509.87212271031,2.46374736025546,-7.49031247768826
227,anhe,younger,seep,i:,1490.27532443592,-3.4957226558396,-12.2375942413888
228,anhe,younger,seep,i:,1502.04549508665,-8.79709121394566,-6.76727388961631
229,anhe,younger,seep,i:,1446.81881245627,-28.7811894309906,4.31313888152673
230,anhe,younger,soup,u:,1297.02550687372,35.8682616010698,-38.6094653881956
231,anhe,younger,soup,u:,1294.79662781482,30.4577121901688,-40.9740229862384
232,anhe,younger,soup,u:,1275.2705390568,31.5505854158747,-36.7214235732765
233,anhe,younger,soup,u:,1349.57913021038,4.55037854159169,-30.3030943967609
234,anhe,younger,soup,u:,1316.79972026082,29.7317043561557,-45.6695152028737
235,anhe,younger,soup,u:,1255.68841928706,44.8653717748793,-29.3420821803514
236,anhe,younger,soup,u:,1237.59663090024,57.434845179532,-39.2171818708924
237,anhe,younger,soup,u:,1288.27123721221,29.3541986026597,-25.8500687320135
238,anhe,younger,soup,u:,1311.45921617688,13.1409433369296,-47.4567543986947
239,anhe,younger,soup,u:,1366.70741192503,0.196454677472257,-19.4043941329053
240,anhe,younger,heed,i:,1475.02416897358,9.87412288156575,-3.11141291974427
241,anhe,younger,heed,i:,1470.69689019337,8.86394545264432,-5.36525795625777
242,anhe,younger,heed,i:,1479.71110780193,12.2835092467482,-8.86279820543675
243,anhe,younger,heed,i:,1496.66945310354,1.30860922037383,-6.8459439830518
244,anhe,younger,heed,i:,1483.43416120387,13.9661836674944,-9.21676231013214
245,anhe,younger,heed,i:,1467.98629028668,18.0022061084247,-9.13304898907811
246,anhe,younger,heed,i:,1475.28249443114,1.47385753223333,-13.4331015920926
247,anhe,younger,heed,i:,1483.08430875902,-2.22144839341804,-6.05304794897241
248,anhe,younger,heed,i:,1460.74460623627,10.6435260160284,-3.68227688624603
249,anhe,younger,heed,i:,1483.18673958109,4.26046349517522,-3.49169726161484
250,anhe,younger,who'd,u:,1305.51607055262,-30.515129582354,17.4300851231861
251,anhe,younger,who'd,u:,1283.90779093761,-7.23226409302151,21.2845176893251
252,anhe,younger,who'd,u:,1253.69640677944,-21.0817402912219,15.4439861201366
253,anhe,younger,who'd,u:,1251.0210755911,-22.0225425255127,24.7487923145646
254,anhe,younger,who'd,u:,1283.89778265555,-6.97759449160289,12.9171965385428
255,anhe,younger,who'd,u:,1253.72499237951,-5.68849206350159,14.5719467888252
256,anhe,younger,who'd,u:,1250.35100241947,-8.99095857761109,27.1510250025195
257,anhe,younger,who'd,u:,1296.34640137313,-8.97417637478688,16.4673602411627
258,anhe,younger,who'd,u:,1242.25040377527,-2.60631486961327,24.8246116260349
259,anhe,younger,who'd,u:,1261.62143168792,-6.12889920862464,23.463025466407
260,anhe,younger,hewed,ju:,1359.64320913976,20.808238768015,16.9796212704048
261,anhe,younger,hewed,ju:,1369.65619489062,21.2028497925759,7.46643301740339
262,anhe,younger,hewed,ju:,1293.10665820081,31.2608874774574,41.001834805744
263,anhe,younger,hewed,ju:,1371.45870853187,16.8177284142637,19.1106776615821
264,anhe,younger,hewed,ju:,1345.73237122791,28.5907614467131,24.8038674732539
265,anhe,younger,hewed,ju:,1338.64872466171,30.8558272743654,27.0745042763171
266,anhe,younger,hewed,ju:,1314.10634557232,40.3085050579123,31.7790350225343
267,anhe,younger,hewed,ju:,1370.97946367232,21.5343571221371,14.0232284438468
268,anhe,younger,hewed,ju:,1317.91711413831,45.5404948243334,38.3637764484688
269,anhe,younger,hewed,ju:,1352.19283628811,18.4777973720191,20.350746513052
270,anhe,younger,keyed,i:,1487.30673930264,14.9643398595892,-8.82804656863452
271,anhe,younger,keyed,i:,1483.87171232734,5.63636588778743,-7.80250815154257
272,anhe,younger,keyed,i:,1498.84276412723,16.7323429360095,-8.54231180503181
273,anhe,younger,keyed,i:,1495.34971593688,19.5485107868912,-8.33409478037729
274,anhe,younger,keyed,i:,1479.85841780409,20.6412843241434,-13.4825436066295
275,anhe,younger,keyed,i:,1482.39432540503,10.1559420610093,-12.7949033509435
276,anhe,younger,keyed,i:,1477.32774450714,6.20949804526956,-9.42222136315022
277,anhe,younger,keyed,i:,1495.74472231531,10.851727965415,-10.9452750872639
278,anhe,younger,keyed,i:,1483.62350452192,12.7184641316765,-6.60716923776203
279,anhe,younger,keyed,i:,1493.75291064631,10.8972778414372,-6.26126207618984
280,anhe,younger,cooed,u:,1237.85223932989,-6.83307488549358,8.9317680114014
281,anhe,younger,cooed,u:,1278.7068556343,-5.81837989095167,20.3820714022829
282,anhe,younger,cooed,u:,1209.08299734348,-6.56817513545032,33.3370049282218
283,anhe,younger,cooed,u:,1202.1991210924,-2.53394681375566,35.1718437891619
284,anhe,younger,cooed,u:,1257.12020272483,0.381416426130796,22.1548599058643
285,anhe,younger,cooed,u:,1242.17551356003,-9.99400898588449,25.9491104366117
286,anhe,younger,cooed,u:,1285.662770632,-11.5361391571895,5.22420893437268
287,anhe,younger,cooed,u:,1199.13110361318,1.64990619502781,26.6343364961791
288,anhe,younger,cooed,u:,1225.55772532786,-1.97456269733018,40.5145231168821
289,anhe,younger,cooed,u:,1213.90263935511,-15.5368906990217,19.3237768113458
290,anhe,younger,queued,ju:,1373.21241800087,40.0849100219471,5.71693716254983
291,anhe,younger,queued,ju:,1323.38641498949,39.8812484587727,40.9555896499616
292,anhe,younger,queued,ju:,1363.05868706116,37.6006803296687,28.6751084987401
293,anhe,younger,queued,ju:,1332.25724007059,49.7629149854908,5.47809212414549
294,anhe,younger,queued,ju:,1394.27454710728,35.098767275577,7.6212394920428
295,anhe,younger,queued,ju:,1395.09268790712,17.818080096589,7.09094108707175
296,anhe,younger,queued,ju:,1340.79165002779,39.7084656986512,23.0958119448559
297,anhe,younger,queued,ju:,1290.57322310201,49.4633313755206,31.4923985816661
298,anhe,younger,queued,ju:,1310.44176765032,39.7171101208276,42.2508233541684
299,anhe,younger,queued,ju:,1340.8602815429,38.1856359395049,24.1421733415393
300,anhe,younger,feed,i:,1486.78344711979,10.4390823526224,-14.927888699823
301,anhe,younger,feed,i:,1488.05820348109,7.33410622456773,-12.6406910681278
302,anhe,younger,feed,i:,1479.01452923955,6.5140120978868,-13.8979863748886
303,anhe,younger,feed,i:,1495.23831511053,1.1407899874057,-12.7795446299437
304,anhe,younger,feed,i:,1498.69439787987,3.15674995591052,-6.21757215385185
305,anhe,younger,feed,i:,1486.21817304224,0.137293550467615,-9.70736582314899
306,anhe,younger,feed,i:,1479.70633353506,5.44690438288505,-11.4871493555889
307,anhe,younger,feed,i:,1488.84751455434,0.759263224478785,-16.554149329331
308,anhe,younger,feed,i:,1478.59576696515,-1.23991447752394,-13.6924548498729
309,anhe,younger,food,u:,1328.08363965246,-15.2020716506251,-3.60665531582311
310,anhe,younger,food,u:,1298.53234867065,-23.8128122946416,16.6586602432978
311,anhe,younger,food,u:,1322.91369315199,0.118087795934102,-2.30655693662136
312,anhe,younger,food,u:,1312.05015553643,-22.5072401217649,-6.44963500798274
313,anhe,younger,food,u:,1320.41136894489,-18.8270910167513,-2.94081049946906
314,anhe,younger,food,u:,1313.14114882034,-26.5952838106558,-9.03547197854824
315,anhe,younger,food,u:,1270.77049327345,-5.00968438500409,21.1514184292023
316,anhe,younger,food,u:,1316.17329113373,-18.5746212263098,1.99954114704585
317,anhe,younger,food,u:,1252.1757127134,-3.74958360115855,5.93691508378263
318,anhe,younger,food,u:,1295.26889364576,-0.0886716261136672,9.12499177272217
319,anhe,younger,feud,ju:,1379.35340262702,43.3945605236092,4.88349170263581
320,anhe,younger,feud,ju:,1400.97692528994,26.4080341173888,-1.53029255766543
321,anhe,younger,feud,ju:,1364.04456143274,36.4128652833525,21.4081970664837
322,anhe,younger,feud,ju:,1401.03384411601,49.7675188770777,-0.662065892344697
323,anhe,younger,feud,ju:,1409.30344892296,14.642297774768,5.7161095402575
324,anhe,younger,feud,ju:,1342.05577872381,47.1071313689965,30.3563539900445
325,anhe,younger,feud,ju:,1409.69709283359,20.4813499361261,1.63545246878306
326,anhe,younger,feud,ju:,1378.61460984622,36.9328347682549,1.69555774856859
327,anhe,younger,feud,ju:,1403.59958058106,31.0229547289744,6.36404864116278
328,anhe,younger,feud,ju:,1389.40285293688,22.7442644182671,8.16219582663325
329,brwa,younger,seep,i:,1284.93527847448,1.93945473256923,-2.83179535590497
330,brwa,younger,seep,i:,1281.4887881358,-4.2894878314514,-5.16050369454524
331,brwa,younger,seep,i:,1278.42659524111,-1.16766248992261,-13.2641112249245
332,brwa,younger,seep,i:,1278.44879505675,2.93644563711303,-14.1721064881586
333,brwa,younger,seep,i:,1277.96527755993,-11.1156993023607,-19.6990490844489
334,brwa,younger,seep,i:,1249.89494753224,-2.06551610715495,-6.80905167281079
335,brwa,younger,seep,i:,1291.1328464781,-2.0129224788469,-8.87254383446583
336,brwa,younger,seep,i:,1274.78985036907,-8.08468666062165,-4.32707193395506
337,brwa,younger,seep,i:,1282.09668684732,-14.7756089959495,-12.4920305808363
338,brwa,younger,seep,i:,1276.13918886545,-2.77169797331611,-10.2463665402346
339,brwa,younger,soup,u:,1208.30239682778,-9.95326647032287,-16.3253654749874
340,brwa,younger,soup,u:,1193.29914115838,-2.54587486736115,-4.67702750451151
341,brwa,younger,soup,u:,1196.16264378931,7.08739471089987,-6.91925924799286
342,brwa,younger,soup,u:,1206.81468049193,-2.5607303490372,2.85863344131046
343,brwa,younger,soup,u:,1211.29332619452,-4.47920121382621,-4.68788950719722
344,brwa,younger,soup,u:,1245.03353529259,-7.62753594529939,10.0203822271403
345,brwa,younger,soup,u:,1221.49693070828,3.91367289582629,-23.5719060157086
346,brwa,younger,soup,u:,1213.59195829594,8.27907669856494,-11.7180510191901
347,brwa,younger,soup,u:,1286.25024344188,15.6953810892184,-0.379661190034278
